workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
2749,List 7,2,2,9211,,7,,1,To the neighbors about the noise the old man complained.,,34,filler,9211,
2749,List 7,2,5,9511,,7,,3,They all have left and they have all done so deliberately.,,35,filler,9511,
2749,List 7,2,,1,long,7,,2,What did the waiter think that the chef overcooked?,nonisl,36,test,13,
2749,List 7,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
2749,List 7,3,5,9514,,7,,3,They all have studied and they have all done so effectively.,,38,filler,9514,
2749,List 7,3,,16,short,7,,6,Who greeted the customer that spilled the drink?,isl,39,test,162,
2749,List 7,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
2749,List 7,3,3,9314,,7,,3,Patricia agreed herself to host the party.,,41,filler,9314,
2749,List 7,3,,15,short,7,,6,Who thought that the patient contracted the disease?,nonisl,42,test,151,
2749,List 7,3,4,9414,,7,,1,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
2749,List 7,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
2749,List 7,3,7,9714,,7,,6,Tommy attempted to take a picture.,,45,filler,9714,
2749,List 7,3,,14,long,7,,1,What did the carpenter question the architect that modified?,isl,46,test,144,
2749,List 7,3,2,9214,,7,,1,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
2749,List 7,3,4,9424,,7,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
2749,List 7,3,,13,long,7,,1,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
2749,List 7,3,3,9324,,7,,6,Next week appears that the strikers will be back to work.,,50,filler,9324,
2749,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
2749,List 7,4,4,9423,,7,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
2749,List 7,4,,12,short,7,,4,Who debated the politician that ignored the recommendation?,isl,53,test,122,
2749,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
2749,List 7,4,2,9213,,7,,1,With the generals about a new approach the President talked.,,55,filler,9213,
2749,List 7,4,3,9323,,7,,2,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
2749,List 7,4,,11,short,7,,6,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
2749,List 7,4,7,9713,,7,,4,Vivian attempted to write stories.,,58,filler,9713,
2749,List 7,4,4,9413,,7,,2,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
2749,List 7,4,3,9313,,7,,3,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
2749,List 7,4,,10,long,7,,1,What did the nurse consult the doctor that prescribed?,isl,61,test,104,
2749,List 7,4,1,9113,,7,,1,The hedges were trimmed the hedges.,,62,filler,9113,
2749,List 7,4,,9,long,7,,1,What did the soldier think that the general ordered?,nonisl,63,test,93,
2749,List 7,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
2749,List 7,4,5,9513,,7,,3,They all have helped and they have all done so generously.,,65,filler,9513,
2749,List 7,,,,,,65e375588229327640a29ad9,,,,,,,
2449,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
2449,List 7,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
2449,List 7,0,4,1004,,7,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2449,List 7,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2449,List 7,0,2,1002,,7,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2449,List 7,0,5,1005,,7,,7,All the men seem to have all eaten supper.,,6,practice,1005,
2449,List 7,0,3,1003,,7,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
2449,List 7,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2449,List 7,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
2449,List 7,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
2449,List 7,1,,8,short,7,,7,Who congratulated the reporter that submitted the article?,isl,11,test,82,
2449,List 7,1,2,9212,,7,,2,To the professor about my grade I talked.,,12,filler,9212,
2449,List 7,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
2449,List 7,1,,7,short,7,,7,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
2449,List 7,1,4,9412,,7,,7,"If Kelly might have time, she will do it.",,15,filler,9412,
2449,List 7,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
2449,List 7,1,3,9322,,7,,7,Next week seems that Juan will be in town.,,17,filler,9322,
2449,List 7,1,,6,long,7,,1,What did the detective chase the suspect that stole?,isl,18,test,64,
2449,List 7,1,3,9312,,7,,1,William planned himself to write a novel.,,19,filler,9312,
2449,List 7,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
2449,List 7,1,5,9512,,7,,5,They all have finished and they have all done so efficiently.,,21,filler,9512,
2449,List 7,1,,5,long,7,,7,What did the manager think that the assistant deleted?,nonisl,22,test,53,
2449,List 7,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
2449,List 7,2,4,9411,,7,,7,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
2449,List 7,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
2449,List 7,2,,4,short,7,,7,Who rewarded the student that finished the book?,isl,26,test,42,
2449,List 7,2,4,9421,,7,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
2449,List 7,2,3,9311,,7,,2,John tried himself to win.,,28,filler,9311,
2449,List 7,2,,3,short,7,,7,Who thought that the gymnast created the routine?,nonisl,29,test,31,
2449,List 7,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
2449,List 7,2,3,9321,,7,,1,Yesterday seemed that John left.,,31,filler,9321,
2449,List 7,2,,2,long,7,,1,What did the landlord thank the tenant that repainted?,isl,32,test,24,
2449,List 7,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
2449,List 7,2,2,9211,,7,,4,To the neighbors about the noise the old man complained.,,34,filler,9211,
2449,List 7,2,5,9511,,7,,7,They all have left and they have all done so deliberately.,,35,filler,9511,
2449,List 7,2,,1,long,7,,7,What did the waiter think that the chef overcooked?,nonisl,36,test,13,
2449,List 7,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
2449,List 7,3,5,9514,,7,,7,They all have studied and they have all done so effectively.,,38,filler,9514,
2449,List 7,3,,16,short,7,,7,Who greeted the customer that spilled the drink?,isl,39,test,162,
2449,List 7,3,1,9124,,7,,2,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
2449,List 7,3,3,9314,,7,,2,Patricia agreed herself to host the party.,,41,filler,9314,
2449,List 7,3,,15,short,7,,7,Who thought that the patient contracted the disease?,nonisl,42,test,151,
2449,List 7,3,4,9414,,7,,7,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
2449,List 7,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
2449,List 7,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
2449,List 7,3,,14,long,7,,1,What did the carpenter question the architect that modified?,isl,46,test,144,
2449,List 7,3,2,9214,,7,,2,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
2449,List 7,3,4,9424,,7,,7,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
2449,List 7,3,,13,long,7,,7,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
2449,List 7,3,3,9324,,7,,7,Next week appears that the strikers will be back to work.,,50,filler,9324,
2449,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
2449,List 7,4,4,9423,,7,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
2449,List 7,4,,12,short,7,,7,Who debated the politician that ignored the recommendation?,isl,53,test,122,
2449,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
2449,List 7,4,2,9213,,7,,1,With the generals about a new approach the President talked.,,55,filler,9213,
2449,List 7,4,3,9323,,7,,7,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
2449,List 7,4,,11,short,7,,7,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
2449,List 7,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
2449,List 7,4,4,9413,,7,,7,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
2449,List 7,4,3,9313,,7,,2,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
2449,List 7,4,,10,long,7,,1,What did the nurse consult the doctor that prescribed?,isl,61,test,104,
2449,List 7,4,1,9113,,7,,1,The hedges were trimmed the hedges.,,62,filler,9113,
2449,List 7,4,,9,long,7,,7,What did the soldier think that the general ordered?,nonisl,63,test,93,
2449,List 7,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
2449,List 7,4,5,9513,,7,,7,They all have helped and they have all done so generously.,,65,filler,9513,
2449,List 7,,,,,,63e691a2fd3a3389c644c4c7,,,,,,,
2740,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
2740,List 7,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
2740,List 7,0,4,1004,,7,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2740,List 7,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2740,List 7,0,2,1002,,7,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2740,List 7,0,5,1005,,7,,6,All the men seem to have all eaten supper.,,6,practice,1005,
2740,List 7,0,3,1003,,7,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
2740,List 7,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2740,List 7,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
2740,List 7,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
2740,List 7,1,,8,short,7,,7,Who congratulated the reporter that submitted the article?,isl,11,test,82,
2740,List 7,1,2,9212,,7,,2,To the professor about my grade I talked.,,12,filler,9212,
2740,List 7,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
2740,List 7,1,,7,short,7,,6,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
2740,List 7,1,4,9412,,7,,2,"If Kelly might have time, she will do it.",,15,filler,9412,
2740,List 7,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
2740,List 7,1,3,9322,,7,,2,Next week seems that Juan will be in town.,,17,filler,9322,
2740,List 7,1,,6,long,7,,1,What did the detective chase the suspect that stole?,isl,18,test,64,
2740,List 7,1,3,9312,,7,,2,William planned himself to write a novel.,,19,filler,9312,
2740,List 7,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
2740,List 7,1,5,9512,,7,,4,They all have finished and they have all done so efficiently.,,21,filler,9512,
2740,List 7,1,,5,long,7,,7,What did the manager think that the assistant deleted?,nonisl,22,test,53,
2740,List 7,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
2740,List 7,2,4,9411,,7,,4,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
2740,List 7,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
2740,List 7,2,,4,short,7,,5,Who rewarded the student that finished the book?,isl,26,test,42,
2740,List 7,2,4,9421,,7,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
2740,List 7,2,3,9311,,7,,3,John tried himself to win.,,28,filler,9311,
2740,List 7,2,,3,short,7,,7,Who thought that the gymnast created the routine?,nonisl,29,test,31,
2740,List 7,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
2740,List 7,2,3,9321,,7,,1,Yesterday seemed that John left.,,31,filler,9321,
2740,List 7,2,,2,long,7,,1,What did the landlord thank the tenant that repainted?,isl,32,test,24,
2740,List 7,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
2740,List 7,2,2,9211,,7,,3,To the neighbors about the noise the old man complained.,,34,filler,9211,
2740,List 7,2,5,9511,,7,,6,They all have left and they have all done so deliberately.,,35,filler,9511,
2740,List 7,2,,1,long,7,,7,What did the waiter think that the chef overcooked?,nonisl,36,test,13,
2740,List 7,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
2740,List 7,3,5,9514,,7,,6,They all have studied and they have all done so effectively.,,38,filler,9514,
2740,List 7,3,,16,short,7,,7,Who greeted the customer that spilled the drink?,isl,39,test,162,
2740,List 7,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
2740,List 7,3,3,9314,,7,,5,Patricia agreed herself to host the party.,,41,filler,9314,
2740,List 7,3,,15,short,7,,7,Who thought that the patient contracted the disease?,nonisl,42,test,151,
2740,List 7,3,4,9414,,7,,4,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
2740,List 7,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
2740,List 7,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
2740,List 7,3,,14,long,7,,2,What did the carpenter question the architect that modified?,isl,46,test,144,
2740,List 7,3,2,9214,,7,,3,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
2740,List 7,3,4,9424,,7,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
2740,List 7,3,,13,long,7,,7,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
2740,List 7,3,3,9324,,7,,3,Next week appears that the strikers will be back to work.,,50,filler,9324,
2740,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
2740,List 7,4,4,9423,,7,,3,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
2740,List 7,4,,12,short,7,,5,Who debated the politician that ignored the recommendation?,isl,53,test,122,
2740,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
2740,List 7,4,2,9213,,7,,1,With the generals about a new approach the President talked.,,55,filler,9213,
2740,List 7,4,3,9323,,7,,4,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
2740,List 7,4,,11,short,7,,7,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
2740,List 7,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
2740,List 7,4,4,9413,,7,,3,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
2740,List 7,4,3,9313,,7,,4,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
2740,List 7,4,,10,long,7,,3,What did the nurse consult the doctor that prescribed?,isl,61,test,104,
2740,List 7,4,1,9113,,7,,1,The hedges were trimmed the hedges.,,62,filler,9113,
2740,List 7,4,,9,long,7,,7,What did the soldier think that the general ordered?,nonisl,63,test,93,
2740,List 7,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
2740,List 7,4,5,9513,,7,,7,They all have helped and they have all done so generously.,,65,filler,9513,
2740,List 7,,,,,,66465196fac8591a6734dfe6,,,,,,,
2353,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
2353,List 7,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
2353,List 7,0,4,1004,,7,,2,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2353,List 7,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2353,List 7,0,2,1002,,7,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2353,List 7,0,5,1005,,7,,4,All the men seem to have all eaten supper.,,6,practice,1005,
2353,List 7,0,3,1003,,7,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
2353,List 7,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2353,List 7,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
2353,List 7,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
2353,List 7,1,,8,short,7,,7,Who congratulated the reporter that submitted the article?,isl,11,test,82,
2353,List 7,1,2,9212,,7,,1,To the professor about my grade I talked.,,12,filler,9212,
2353,List 7,1,4,9422,,7,,1,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
2353,List 7,1,,7,short,7,,7,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
2353,List 7,1,4,9412,,7,,4,"If Kelly might have time, she will do it.",,15,filler,9412,
2353,List 7,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
2353,List 7,1,3,9322,,7,,1,Next week seems that Juan will be in town.,,17,filler,9322,
2353,List 7,1,,6,long,7,,1,What did the detective chase the suspect that stole?,isl,18,test,64,
2353,List 7,1,3,9312,,7,,1,William planned himself to write a novel.,,19,filler,9312,
2353,List 7,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
2353,List 7,1,5,9512,,7,,7,They all have finished and they have all done so efficiently.,,21,filler,9512,
2353,List 7,1,,5,long,7,,7,What did the manager think that the assistant deleted?,nonisl,22,test,53,
2353,List 7,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
2353,List 7,2,4,9411,,7,,1,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
2353,List 7,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
2353,List 7,2,,4,short,7,,7,Who rewarded the student that finished the book?,isl,26,test,42,
2353,List 7,2,4,9421,,7,,1,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
2353,List 7,2,3,9311,,7,,1,John tried himself to win.,,28,filler,9311,
2353,List 7,2,,3,short,7,,7,Who thought that the gymnast created the routine?,nonisl,29,test,31,
2353,List 7,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
2353,List 7,2,3,9321,,7,,1,Yesterday seemed that John left.,,31,filler,9321,
2353,List 7,2,,2,long,7,,1,What did the landlord thank the tenant that repainted?,isl,32,test,24,
2353,List 7,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
2353,List 7,2,2,9211,,7,,1,To the neighbors about the noise the old man complained.,,34,filler,9211,
2353,List 7,2,5,9511,,7,,7,They all have left and they have all done so deliberately.,,35,filler,9511,
2353,List 7,2,,1,long,7,,7,What did the waiter think that the chef overcooked?,nonisl,36,test,13,
2353,List 7,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
2353,List 7,3,5,9514,,7,,7,They all have studied and they have all done so effectively.,,38,filler,9514,
2353,List 7,3,,16,short,7,,7,Who greeted the customer that spilled the drink?,isl,39,test,162,
2353,List 7,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
2353,List 7,3,3,9314,,7,,1,Patricia agreed herself to host the party.,,41,filler,9314,
2353,List 7,3,,15,short,7,,7,Who thought that the patient contracted the disease?,nonisl,42,test,151,
2353,List 7,3,4,9414,,7,,1,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
2353,List 7,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
2353,List 7,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
2353,List 7,3,,14,long,7,,1,What did the carpenter question the architect that modified?,isl,46,test,144,
2353,List 7,3,2,9214,,7,,1,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
2353,List 7,3,4,9424,,7,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
2353,List 7,3,,13,long,7,,7,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
2353,List 7,3,3,9324,,7,,7,Next week appears that the strikers will be back to work.,,50,filler,9324,
2353,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
2353,List 7,4,4,9423,,7,,1,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
2353,List 7,4,,12,short,7,,7,Who debated the politician that ignored the recommendation?,isl,53,test,122,
2353,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
2353,List 7,4,2,9213,,7,,1,With the generals about a new approach the President talked.,,55,filler,9213,
2353,List 7,4,3,9323,,7,,1,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
2353,List 7,4,,11,short,7,,7,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
2353,List 7,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
2353,List 7,4,4,9413,,7,,1,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
2353,List 7,4,3,9313,,7,,1,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
2353,List 7,4,,10,long,7,,3,What did the nurse consult the doctor that prescribed?,isl,61,test,104,
2353,List 7,4,1,9113,,7,,1,The hedges were trimmed the hedges.,,62,filler,9113,
2353,List 7,4,,9,long,7,,7,What did the soldier think that the general ordered?,nonisl,63,test,93,
2353,List 7,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
2353,List 7,4,5,9513,,7,,7,They all have helped and they have all done so generously.,,65,filler,9513,
2353,List 7,,,,,,6503b0a63b4761a892b9ca9a,,,,,,,
2401,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
2401,List 7,0,1,1001,,7,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
2401,List 7,0,4,1004,,7,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2401,List 7,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2401,List 7,0,2,1002,,7,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2401,List 7,0,5,1005,,7,,3,All the men seem to have all eaten supper.,,6,practice,1005,
2401,List 7,0,3,1003,,7,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
2401,List 7,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2401,List 7,0,1,1009,,7,,3,There might mice seem to be in the cupboard.,,9,practice,1009,
2401,List 7,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
2401,List 7,1,,8,short,7,,6,Who congratulated the reporter that submitted the article?,isl,11,test,82,
2401,List 7,1,2,9212,,7,,3,To the professor about my grade I talked.,,12,filler,9212,
2401,List 7,1,4,9422,,7,,3,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
2401,List 7,1,,7,short,7,,4,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
2401,List 7,1,4,9412,,7,,3,"If Kelly might have time, she will do it.",,15,filler,9412,
2401,List 7,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
2401,List 7,1,3,9322,,7,,3,Next week seems that Juan will be in town.,,17,filler,9322,
2401,List 7,1,,6,long,7,,2,What did the detective chase the suspect that stole?,isl,18,test,64,
2401,List 7,1,3,9312,,7,,2,William planned himself to write a novel.,,19,filler,9312,
2401,List 7,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
2401,List 7,1,5,9512,,7,,7,They all have finished and they have all done so efficiently.,,21,filler,9512,
2401,List 7,1,,5,long,7,,2,What did the manager think that the assistant deleted?,nonisl,22,test,53,
2401,List 7,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
2401,List 7,2,4,9411,,7,,5,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
2401,List 7,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
2401,List 7,2,,4,short,7,,6,Who rewarded the student that finished the book?,isl,26,test,42,
2401,List 7,2,4,9421,,7,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
2401,List 7,2,3,9311,,7,,2,John tried himself to win.,,28,filler,9311,
2401,List 7,2,,3,short,7,,4,Who thought that the gymnast created the routine?,nonisl,29,test,31,
2401,List 7,2,1,9121,,7,,2,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
2401,List 7,2,3,9321,,7,,1,Yesterday seemed that John left.,,31,filler,9321,
