workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
4176,List 4,3,,5,long,4,,2,Who did the diplomat think a fundraiser for would worry the UN delegation?,isl,39,test,54,
4176,List 4,3,5,9512,,4,,4,They all have finished and they have all done so efficiently.,,40,filler,9512,
4176,List 4,3,1,9112,,4,,2,The money was stolen the money.,,41,filler,9112,
4176,List 4,3,3,9312,,4,,3,William planned himself to write a novel.,,42,filler,9312,
4176,List 4,3,,6,short,4,,4,Who thought the missing suspect would embarrass the FBI?,nonisl,43,test,61,
4176,List 4,3,3,9322,,4,,3,Next week seems that Juan will be in town.,,44,filler,9322,
4176,List 4,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
4176,List 4,3,4,9412,,4,,4,"If Kelly might have time, she will do it.",,46,filler,9412,
4176,List 4,3,,7,short,4,,6,Who thought a spokesperson for the senate candidate would mispronounce the name?,isl,47,test,72,
4176,List 4,3,4,9422,,4,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
4176,List 4,3,2,9212,,4,,2,To the professor about my grade I talked.,,49,filler,9212,
4176,List 4,3,,8,long,4,,5,Who did the manager think would intrigue the fans?,nonisl,50,test,83,
4176,List 4,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
4176,List 4,4,5,9513,,4,,6,They all have helped and they have all done so generously.,,52,filler,9513,
4176,List 4,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
4176,List 4,4,,9,long,4,,3,Who did the dancer think a interview with would promote the ballet company?,isl,54,test,94,
4176,List 4,4,1,9113,,4,,2,The hedges were trimmed the hedges.,,55,filler,9113,
4176,List 4,4,,10,short,4,,4,Who thought the corporate mediator would complicate the lawsuit?,nonisl,56,test,101,
4176,List 4,4,3,9313,,4,,3,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
4176,List 4,4,4,9413,,4,,3,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
4176,List 4,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
4176,List 4,4,,11,short,4,,6,Who thought a meeting with the fickle millionaire would delay the campaign rally?,isl,60,test,112,
4176,List 4,4,3,9323,,4,,3,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
4176,List 4,4,2,9213,,4,,2,With the generals about a new approach the President talked.,,62,filler,9213,
4176,List 4,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
4176,List 4,4,,12,long,4,,7,Who did the judge think would disrupt the trial?,nonisl,64,test,123,
4176,List 4,4,4,9423,,4,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
4176,List 4,,,,,,5ec9112305ac273ed882f22a,,,,,,,
4070,List 4,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
4070,List 4,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
4070,List 4,0,4,1004,,4,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
4070,List 4,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
4070,List 4,0,2,1002,,4,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
4070,List 4,0,5,1005,,4,,7,All the men seem to have all eaten supper.,,6,practice,1005,
4070,List 4,0,3,1003,,4,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
4070,List 4,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
4070,List 4,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
4070,List 4,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
4070,List 4,1,3,9324,,4,,7,Next week appears that the strikers will be back to work.,,11,filler,9324,
4070,List 4,1,,13,long,4,,7,Who did the reporter think an email from would criticize the newspaper's employees?,isl,12,test,134,
4070,List 4,1,4,9424,,4,,7,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
4070,List 4,1,2,9214,,4,,7,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
4070,List 4,1,,14,short,4,,7,Who thought the famous author would motivate the students?,nonisl,15,test,141,
4070,List 4,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
4070,List 4,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
4070,List 4,1,4,9414,,4,,7,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
4070,List 4,1,,15,short,4,,7,Who thought a sample from the elderly patient would require further tests?,isl,19,test,152,
4070,List 4,1,3,9314,,4,,7,Patricia agreed herself to host the party.,,20,filler,9314,
4070,List 4,1,1,9124,,4,,4,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
4070,List 4,1,,16,long,4,,7,Who did the auditor think would violate campaign finance laws?,nonisl,22,test,163,
4070,List 4,1,5,9514,,4,,7,They all have studied and they have all done so effectively.,,23,filler,9514,
4070,List 4,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
4070,List 4,2,,1,long,4,,7,Who did the announcer think a speech by would interrupt the big game?,isl,25,test,14,
4070,List 4,2,5,9511,,4,,7,They all have left and they have all done so deliberately.,,26,filler,9511,
4070,List 4,2,2,9211,,4,,4,To the neighbors about the noise the old man complained.,,27,filler,9211,
4070,List 4,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
4070,List 4,2,,2,short,4,,7,Who thought the controversial director would win the Oscar for best picture?,nonisl,29,test,21,
4070,List 4,2,3,9321,,4,,1,Yesterday seemed that John left.,,30,filler,9321,
4070,List 4,2,1,9121,,4,,1,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
4070,List 4,2,,3,short,4,,7,Who thought a report by the famous doctor would modify the procedure?,isl,32,test,32,
4070,List 4,2,3,9311,,4,,7,John tried himself to win.,,33,filler,9311,
4070,List 4,2,4,9421,,4,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
4070,List 4,2,,4,long,4,,7,Who did the coach think would impress the judges?,nonisl,35,test,43,
4070,List 4,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
4070,List 4,2,4,9411,,4,,7,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
4070,List 4,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
4070,List 4,3,,5,long,4,,7,Who did the diplomat think a fundraiser for would worry the UN delegation?,isl,39,test,54,
4070,List 4,3,5,9512,,4,,7,They all have finished and they have all done so efficiently.,,40,filler,9512,
4070,List 4,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
4070,List 4,3,3,9312,,4,,7,William planned himself to write a novel.,,42,filler,9312,
4070,List 4,3,,6,short,4,,7,Who thought the missing suspect would embarrass the FBI?,nonisl,43,test,61,
4070,List 4,3,3,9322,,4,,4,Next week seems that Juan will be in town.,,44,filler,9322,
4070,List 4,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
4070,List 4,3,4,9412,,4,,4,"If Kelly might have time, she will do it.",,46,filler,9412,
4070,List 4,3,,7,short,4,,7,Who thought a spokesperson for the senate candidate would mispronounce the name?,isl,47,test,72,
4070,List 4,3,4,9422,,4,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
4070,List 4,3,2,9212,,4,,4,To the professor about my grade I talked.,,49,filler,9212,
4070,List 4,3,,8,long,4,,7,Who did the manager think would intrigue the fans?,nonisl,50,test,83,
4070,List 4,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
4070,List 4,4,5,9513,,4,,7,They all have helped and they have all done so generously.,,52,filler,9513,
4070,List 4,4,1,9123,,4,,4,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
4070,List 4,4,,9,long,4,,7,Who did the dancer think a interview with would promote the ballet company?,isl,54,test,94,
4070,List 4,4,1,9113,,4,,1,The hedges were trimmed the hedges.,,55,filler,9113,
4070,List 4,4,,10,short,4,,7,Who thought the corporate mediator would complicate the lawsuit?,nonisl,56,test,101,
4070,List 4,4,3,9313,,4,,7,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
4070,List 4,4,4,9413,,4,,7,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
4070,List 4,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
4070,List 4,4,,11,short,4,,7,Who thought a meeting with the fickle millionaire would delay the campaign rally?,isl,60,test,112,
4070,List 4,4,3,9323,,4,,4,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
4070,List 4,4,2,9213,,4,,4,With the generals about a new approach the President talked.,,62,filler,9213,
4070,List 4,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
4070,List 4,4,,12,long,4,,7,Who did the judge think would disrupt the trial?,nonisl,64,test,123,
4070,List 4,4,4,9423,,4,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
4070,List 4,,,,,,"66eca7c326eed8fbf33a7b93
",,,,,,,
4102,List 4,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
4102,List 4,0,1,1001,,4,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
4102,List 4,0,4,1004,,4,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
4102,List 4,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
4102,List 4,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
4102,List 4,0,5,1005,,4,,6,All the men seem to have all eaten supper.,,6,practice,1005,
4102,List 4,0,3,1003,,4,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
4102,List 4,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
4102,List 4,0,1,1009,,4,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
4102,List 4,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
4102,List 4,1,3,9324,,4,,5,Next week appears that the strikers will be back to work.,,11,filler,9324,
4102,List 4,1,,13,long,4,,2,Who did the reporter think an email from would criticize the newspaper's employees?,isl,12,test,134,
4102,List 4,1,4,9424,,4,,7,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
4102,List 4,1,2,9214,,4,,2,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
4102,List 4,1,,14,short,4,,7,Who thought the famous author would motivate the students?,nonisl,15,test,141,
4102,List 4,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
4102,List 4,1,1,9114,,4,,2,Tommy was punished Tommy.,,17,filler,9114,
4102,List 4,1,4,9414,,4,,5,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
4102,List 4,1,,15,short,4,,7,Who thought a sample from the elderly patient would require further tests?,isl,19,test,152,
4102,List 4,1,3,9314,,4,,7,Patricia agreed herself to host the party.,,20,filler,9314,
4102,List 4,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
4102,List 4,1,,16,long,4,,7,Who did the auditor think would violate campaign finance laws?,nonisl,22,test,163,
4102,List 4,1,5,9514,,4,,7,They all have studied and they have all done so effectively.,,23,filler,9514,
4102,List 4,2,1,9111,,4,,3,John was kissed John.,,24,filler,9111,
4102,List 4,2,,1,long,4,,3,Who did the announcer think a speech by would interrupt the big game?,isl,25,test,14,
4102,List 4,2,5,9511,,4,,7,They all have left and they have all done so deliberately.,,26,filler,9511,
4102,List 4,2,2,9211,,4,,4,To the neighbors about the noise the old man complained.,,27,filler,9211,
4102,List 4,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
4102,List 4,2,,2,short,4,,7,Who thought the controversial director would win the Oscar for best picture?,nonisl,29,test,21,
4102,List 4,2,3,9321,,4,,1,Yesterday seemed that John left.,,30,filler,9321,
4102,List 4,2,1,9121,,4,,1,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
4102,List 4,2,,3,short,4,,7,Who thought a report by the famous doctor would modify the procedure?,isl,32,test,32,
4102,List 4,2,3,9311,,4,,4,John tried himself to win.,,33,filler,9311,
4102,List 4,2,4,9421,,4,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
4102,List 4,2,,4,long,4,,7,Who did the coach think would impress the judges?,nonisl,35,test,43,
4102,List 4,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
4102,List 4,2,4,9411,,4,,7,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
4102,List 4,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
4102,List 4,3,,5,long,4,,4,Who did the diplomat think a fundraiser for would worry the UN delegation?,isl,39,test,54,
4102,List 4,3,5,9512,,4,,7,They all have finished and they have all done so efficiently.,,40,filler,9512,
4102,List 4,3,1,9112,,4,,2,The money was stolen the money.,,41,filler,9112,
4102,List 4,3,3,9312,,4,,6,William planned himself to write a novel.,,42,filler,9312,
4102,List 4,3,,6,short,4,,7,Who thought the missing suspect would embarrass the FBI?,nonisl,43,test,61,
4102,List 4,3,3,9322,,4,,6,Next week seems that Juan will be in town.,,44,filler,9322,
4102,List 4,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
4102,List 4,3,4,9412,,4,,6,"If Kelly might have time, she will do it.",,46,filler,9412,
4102,List 4,3,,7,short,4,,7,Who thought a spokesperson for the senate candidate would mispronounce the name?,isl,47,test,72,
4102,List 4,3,4,9422,,4,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
4102,List 4,3,2,9212,,4,,4,To the professor about my grade I talked.,,49,filler,9212,
4102,List 4,3,,8,long,4,,7,Who did the manager think would intrigue the fans?,nonisl,50,test,83,
4102,List 4,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
4102,List 4,4,5,9513,,4,,7,They all have helped and they have all done so generously.,,52,filler,9513,
4102,List 4,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
4102,List 4,4,,9,long,4,,6,Who did the dancer think a interview with would promote the ballet company?,isl,54,test,94,
4102,List 4,4,1,9113,,4,,3,The hedges were trimmed the hedges.,,55,filler,9113,
4102,List 4,4,,10,short,4,,7,Who thought the corporate mediator would complicate the lawsuit?,nonisl,56,test,101,
4102,List 4,4,3,9313,,4,,6,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
4102,List 4,4,4,9413,,4,,5,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
4102,List 4,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
4102,List 4,4,,11,short,4,,7,Who thought a meeting with the fickle millionaire would delay the campaign rally?,isl,60,test,112,
4102,List 4,4,3,9323,,4,,6,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
4102,List 4,4,2,9213,,4,,2,With the generals about a new approach the President talked.,,62,filler,9213,
4102,List 4,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
4102,List 4,4,,12,long,4,,7,Who did the judge think would disrupt the trial?,nonisl,64,test,123,
4102,List 4,4,4,9423,,4,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
4102,List 4,,,,,,6400e36915737958cf326f12,,,,,,,
3998,List 4,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
3998,List 4,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3998,List 4,0,4,1004,,4,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3998,List 4,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3998,List 4,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3998,List 4,0,5,1005,,4,,1,All the men seem to have all eaten supper.,,6,practice,1005,
3998,List 4,0,3,1003,,4,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3998,List 4,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3998,List 4,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3998,List 4,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
3998,List 4,1,3,9324,,4,,1,Next week appears that the strikers will be back to work.,,11,filler,9324,
3998,List 4,1,,13,long,4,,1,Who did the reporter think an email from would criticize the newspaper's employees?,isl,12,test,134,
3998,List 4,1,4,9424,,4,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
3998,List 4,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
3998,List 4,1,,14,short,4,,6,Who thought the famous author would motivate the students?,nonisl,15,test,141,
3998,List 4,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
3998,List 4,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
3998,List 4,1,4,9414,,4,,1,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
3998,List 4,1,,15,short,4,,7,Who thought a sample from the elderly patient would require further tests?,isl,19,test,152,
3998,List 4,1,3,9314,,4,,1,Patricia agreed herself to host the party.,,20,filler,9314,
3998,List 4,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
3998,List 4,1,,16,long,4,,7,Who did the auditor think would violate campaign finance laws?,nonisl,22,test,163,
3998,List 4,1,5,9514,,4,,5,They all have studied and they have all done so effectively.,,23,filler,9514,
3998,List 4,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
