workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
1471,List 4,,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
1471,List 4,,3,3,9312,,4,,3,William planned himself to write a novel.,,42,filler,9312,
1471,List 4,,3,,6,short,4,,7,Who thought that the suspect stole the necklace?,nonisl,43,test,61,
1471,List 4,,3,3,9322,,4,,5,Next week seems that Juan will be in town.,,44,filler,9322,
1471,List 4,,3,1,9122,,4,,2,What was that the movers would break feared by the family?,,45,filler,9122,
1471,List 4,,3,4,9412,,4,,6,"If Kelly might have time, she will do it.",,46,filler,9412,
1471,List 4,,3,,7,short,4,,7,Who wondered why the guard intercepted the shipment?,isl,47,test,72,
1471,List 4,,3,4,9422,,4,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
1471,List 4,,3,2,9212,,4,,3,To the professor about my grade I talked.,,49,filler,9212,
1471,List 4,,3,,8,long,4,,7,What did the editor think that the reporter plagiarized?,nonisl,50,test,83,
1471,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
1471,List 4,,4,5,9513,,4,,6,They all have helped and they have all done so generously.,,52,filler,9513,
1471,List 4,,4,1,9123,,4,,2,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
1471,List 4,,4,,9,long,4,,4,What did the soldier wonder why the general ordered?,isl,54,test,94,
1471,List 4,,4,1,9113,,4,,3,The hedges were trimmed the hedges.,,55,filler,9113,
1471,List 4,,4,,10,short,4,,7,Who thought that the doctor prescribed the medicine?,nonisl,56,test,101,
1471,List 4,,4,3,9313,,4,,3,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
1471,List 4,,4,4,9413,,4,,2,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
1471,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
1471,List 4,,4,,11,short,4,,7,Who wondered why the babysitter washed the bottle?,isl,60,test,112,
1471,List 4,,4,3,9323,,4,,3,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
1471,List 4,,4,2,9213,,4,,3,With the generals about a new approach the President talked.,,62,filler,9213,
1471,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
1471,List 4,,4,,12,long,4,,7,What did the scientist think that the politician ignored?,nonisl,64,test,123,
1471,List 4,,4,4,9423,,4,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
1471,List 4,,,,,,,614de6faf1af6a87e98a50bc,,,,,,,
1272,List 4,,0,7,1007,,5,,6,She was the winner.,,1,practice,1007,
1272,List 4,,0,1,1001,,5,,4,"Promise to wash, Neal did the car.",,2,practice,1001,
1272,List 4,,0,4,1004,,5,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1272,List 4,,0,6,1006,,5,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1272,List 4,,0,2,1002,,5,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1272,List 4,,0,5,1005,,5,,7,All the men seem to have all eaten supper.,,6,practice,1005,
1272,List 4,,0,3,1003,,5,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
1272,List 4,,0,7,1008,,5,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1272,List 4,,0,1,1009,,5,,5,There might mice seem to be in the cupboard.,,9,practice,1009,
1272,List 4,,1,5,9514,,5,,7,They all have studied and they have all done so effectively.,,10,filler,9514,
1272,List 4,,1,,16,long,5,,5,What did the bartender wonder why the customer ordered?,isl,11,test,164,
1272,List 4,,1,1,9124,,5,,4,Who is that the jail must release accepted by few citizens?,,12,filler,9124,
1272,List 4,,1,3,9314,,5,,5,Patricia agreed herself to host the party.,,13,filler,9314,
1272,List 4,,1,,15,long,5,,6,What did the cardiologist think that the patient contracted?,nonisl,14,test,153,
1272,List 4,,1,4,9414,,5,,5,"If frankly you continue to argue, the boss will fire you.",,15,filler,9414,
1272,List 4,,1,1,9114,,5,,3,Tommy was punished Tommy.,,16,filler,9114,
1272,List 4,,1,7,9714,,5,,7,Tommy attempted to take a picture.,,17,filler,9714,
1272,List 4,,1,,14,short,5,,6,Who wondered why the architect modified the blueprint?,isl,18,test,142,
1272,List 4,,1,2,9214,,5,,5,At your spouse on the phone you shouldn't yell.,,19,filler,9214,
1272,List 4,,1,4,9424,,5,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,20,filler,9424,
1272,List 4,,1,,13,short,5,,6,Who thought that the judge overruled the case?,nonisl,21,test,131,
1272,List 4,,1,3,9324,,5,,5,Next week appears that the strikers will be back to work.,,22,filler,9324,
1272,List 4,,1,7,9724,,5,,7,I hate missing work.,,23,filler,9724,
1272,List 4,,2,4,9423,,5,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,24,filler,9423,
1272,List 4,,2,,12,long,5,,5,What did the scientist wonder why the politician ignored?,isl,25,test,124,
1272,List 4,,2,7,9723,,5,,7,I like taking vacations.,,26,filler,9723,
1272,List 4,,2,2,9213,,5,,3,With the generals about a new approach the President talked.,,27,filler,9213,
1272,List 4,,2,3,9323,,5,,6,Tomorrow seems that there will be a hurricane.,,28,filler,9323,
1272,List 4,,2,,11,long,5,,6,What did the parent think that the babysitter washed?,nonisl,29,test,113,
1272,List 4,,2,7,9713,,5,,7,Vivian attempted to write stories.,,30,filler,9713,
1272,List 4,,2,4,9413,,5,,6,"If Grace probably passes the class, she will graduate on time.",,31,filler,9413,
1272,List 4,,2,3,9313,,5,,6,Linda remembered herself to pick-up the dry cleaning.,,32,filler,9313,
1272,List 4,,2,,10,short,5,,7,Who wondered why the doctor prescribed the medicine?,isl,33,test,102,
1272,List 4,,2,1,9113,,5,,5,The hedges were trimmed the hedges.,,34,filler,9113,
1272,List 4,,2,,9,short,5,,6,Who thought that the general ordered the mission?,nonisl,35,test,91,
1272,List 4,,2,1,9123,,5,,5,Who was that Martians kidnapped believed by no one?,,36,filler,9123,
1272,List 4,,2,5,9513,,5,,7,They all have helped and they have all done so generously.,,37,filler,9513,
1272,List 4,Tell the boss about my colleague and the good work they did,,,,,,,,,,,,,
1272,List 4,,3,7,9722,,5,,7,I like drinking milkshakes.,,38,filler,9722,
1272,List 4,,3,,8,long,5,,5,What did the editor wonder why the reporter plagiarized?,isl,39,test,84,
1272,List 4,,3,2,9212,,5,,6,To the professor about my grade I talked.,,40,filler,9212,
1272,List 4,,3,4,9422,,5,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,41,filler,9422,
1272,List 4,,3,,7,long,5,,4,What did the smuggler think that the guard intercepted?,nonisl,42,test,73,
1272,List 4,,3,4,9412,,5,,5,"If Kelly might have time, she will do it.",,43,filler,9412,
1272,List 4,,3,1,9122,,5,,4,What was that the movers would break feared by the family?,,44,filler,9122,
1272,List 4,,3,3,9322,,5,,5,Next week seems that Juan will be in town.,,45,filler,9322,
1272,List 4,,3,,6,short,5,,7,Who wondered why the suspect stole the necklace?,isl,46,test,62,
1272,List 4,,3,3,9312,,5,,6,William planned himself to write a novel.,,47,filler,9312,
1272,List 4,,3,1,9112,,5,,5,The money was stolen the money.,,48,filler,9112,
1272,List 4,,3,5,9512,,5,,7,They all have finished and they have all done so efficiently.,,49,filler,9512,
1272,List 4,,3,,5,short,5,,7,Who thought that the assistant copied the file?,nonisl,50,test,51,
1272,List 4,,3,7,9712,,5,,7,Brittany attempted to touch the porcupine.,,51,filler,9712,
1272,List 4,,4,4,9411,,5,,6,"If frankly he's unable to cope, we'll have to replace him.",,52,filler,9411,
1272,List 4,,4,7,9721,,5,,7,I hate eating sushi.,,53,filler,9721,
1272,List 4,,4,,4,long,5,,6,What did the teacher wonder why the student read?,isl,54,test,44,
1272,List 4,,4,4,9421,,5,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,55,filler,9421,
1272,List 4,,4,3,9311,,5,,5,John tried himself to win.,,56,filler,9311,
1272,List 4,,4,,3,long,5,,6,What did the coach think that the gymnast practiced?,nonisl,57,test,33,
1272,List 4,,4,1,9121,,5,,4,Who was that the principal would fire expected by the reporters?,,58,filler,9121,
1272,List 4,,4,3,9321,,5,,5,Yesterday seemed that John left.,,59,filler,9321,
1272,List 4,,4,,2,short,5,,7,Who wondered why the tenant repainted the room?,isl,60,test,22,
1272,List 4,,4,7,9711,,5,,7,Kerry attempted to study physics.,,61,filler,9711,
1272,List 4,,4,2,9211,,5,,4,To the neighbors about the noise the old man complained.,,62,filler,9211,
1272,List 4,,4,5,9511,,5,,5,They all have left and they have all done so deliberately.,,63,filler,9511,
1272,List 4,,4,,1,short,5,,6,Who thought that the chef burned the dish?,nonisl,64,test,11,
1272,List 4,,4,1,9111,,5,,4,John was kissed John.,,65,filler,9111,
1272,List 4,,,,,,,5c6fb7c3c114eb00018b3154,,,,,,,
1487,List 4,,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
1487,List 4,,0,1,1001,,4,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
1487,List 4,,0,4,1004,,4,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1487,List 4,,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1487,List 4,,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1487,List 4,,0,5,1005,,4,,1,All the men seem to have all eaten supper.,,6,practice,1005,
1487,List 4,,0,3,1003,,4,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1487,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1487,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1487,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1487,List 4,,1,3,9324,,4,,7,Next week appears that the strikers will be back to work.,,11,filler,9324,
1487,List 4,,1,,13,long,4,,3,What did the prosecutor wonder why the judge overruled?,isl,12,test,134,
1487,List 4,,1,4,9424,,4,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1487,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1487,List 4,,1,,14,short,4,,7,Who thought that the architect modified the blueprint?,nonisl,15,test,141,
1487,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1487,List 4,,1,1,9114,,4,,6,Tommy was punished Tommy.,,17,filler,9114,
1487,List 4,,1,4,9414,,4,,2,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1487,List 4,,1,,15,short,4,,7,Who wondered why the patient contracted the disease?,isl,19,test,152,
1487,List 4,,1,3,9314,,4,,1,Patricia agreed herself to host the party.,,20,filler,9314,
1487,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
1487,List 4,,1,,16,long,4,,7,What did the bartender think that the customer ordered?,nonisl,22,test,163,
1487,List 4,,1,5,9514,,4,,6,They all have studied and they have all done so effectively.,,23,filler,9514,
1487,List 4,,2,1,9111,,4,,2,John was kissed John.,,24,filler,9111,
1487,List 4,,2,,1,long,4,,2,What did the waiter wonder why the chef burned?,isl,25,test,14,
1487,List 4,,2,5,9511,,4,,2,They all have left and they have all done so deliberately.,,26,filler,9511,
1487,List 4,,2,2,9211,,4,,1,To the neighbors about the noise the old man complained.,,27,filler,9211,
1487,List 4,,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
1487,List 4,,2,,2,short,4,,7,Who thought that the tenant repainted the room?,nonisl,29,test,21,
1487,List 4,,2,3,9321,,4,,2,Yesterday seemed that John left.,,30,filler,9321,
1487,List 4,,2,1,9121,,4,,1,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
1487,List 4,,2,,3,short,4,,7,Who wondered why the gymnast practiced the routine?,isl,32,test,32,
1487,List 4,,2,3,9311,,4,,2,John tried himself to win.,,33,filler,9311,
1487,List 4,,2,4,9421,,4,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
1487,List 4,,2,,4,long,4,,5,What did the teacher think that the student read?,nonisl,35,test,43,
1487,List 4,,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
1487,List 4,,2,4,9411,,4,,2,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
1487,List 4,Accept the raise because I contribute in other ways to the team.,,,,,,,,,,,,,
1487,List 4,,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
1487,List 4,,3,,5,long,4,,5,What did the manager wonder why the assistant copied?,isl,39,test,54,
1487,List 4,,3,5,9512,,4,,5,They all have finished and they have all done so efficiently.,,40,filler,9512,
1487,List 4,,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
1487,List 4,,3,3,9312,,4,,2,William planned himself to write a novel.,,42,filler,9312,
1487,List 4,,3,,6,short,4,,7,Who thought that the suspect stole the necklace?,nonisl,43,test,61,
1487,List 4,,3,3,9322,,4,,5,Next week seems that Juan will be in town.,,44,filler,9322,
1487,List 4,,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
1487,List 4,,3,4,9412,,4,,3,"If Kelly might have time, she will do it.",,46,filler,9412,
1487,List 4,,3,,7,short,4,,7,Who wondered why the guard intercepted the shipment?,isl,47,test,72,
1487,List 4,,3,4,9422,,4,,3,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
1487,List 4,,3,2,9212,,4,,2,To the professor about my grade I talked.,,49,filler,9212,
1487,List 4,,3,,8,long,4,,6,What did the editor think that the reporter plagiarized?,nonisl,50,test,83,
1487,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
1487,List 4,,4,5,9513,,4,,6,They all have helped and they have all done so generously.,,52,filler,9513,
1487,List 4,,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
1487,List 4,,4,,9,long,4,,1,What did the soldier wonder why the general ordered?,isl,54,test,94,
1487,List 4,,4,1,9113,,4,,1,The hedges were trimmed the hedges.,,55,filler,9113,
1487,List 4,,4,,10,short,4,,7,Who thought that the doctor prescribed the medicine?,nonisl,56,test,101,
1487,List 4,,4,3,9313,,4,,3,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
1487,List 4,,4,4,9413,,4,,7,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
1487,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
1487,List 4,,4,,11,short,4,,7,Who wondered why the babysitter washed the bottle?,isl,60,test,112,
1487,List 4,,4,3,9323,,4,,4,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
1487,List 4,,4,2,9213,,4,,1,With the generals about a new approach the President talked.,,62,filler,9213,
1487,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
1487,List 4,,4,,12,long,4,,6,What did the scientist think that the politician ignored?,nonisl,64,test,123,
1487,List 4,,4,4,9423,,4,,2,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
1487,List 4,,,,,,,66310a860f033cc890c25c00,,,,,,,
1431,List 4,,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
1431,List 4,,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1431,List 4,,0,4,1004,,4,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1431,List 4,,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1431,List 4,,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1431,List 4,,0,5,1005,,4,,7,All the men seem to have all eaten supper.,,6,practice,1005,
1431,List 4,,0,3,1003,,4,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1431,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1431,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1431,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1431,List 4,,1,3,9324,,4,,7,Next week appears that the strikers will be back to work.,,11,filler,9324,
1431,List 4,,1,,13,long,4,,1,What did the prosecutor wonder why the judge overruled?,isl,12,test,134,
1431,List 4,,1,4,9424,,4,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1431,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1431,List 4,,1,,14,short,4,,7,Who thought that the architect modified the blueprint?,nonisl,15,test,141,
1431,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1431,List 4,,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
1431,List 4,,1,4,9414,,4,,7,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1431,List 4,,1,,15,short,4,,5,Who wondered why the patient contracted the disease?,isl,19,test,152,
1431,List 4,,1,3,9314,,4,,1,Patricia agreed herself to host the party.,,20,filler,9314,
1431,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
