workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
706,List 1,,2,4,9412,,1,,4,"If Kelly might have time, she will do it.",,32,filler,9412,
706,List 1,,2,,7,long,1,,7,What did the smuggler think that the guard intercepted?,nonisl,33,test,73,
706,List 1,,2,4,9422,,1,,2,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,34,filler,9422,
706,List 1,,2,2,9212,,1,,1,To the professor about my grade I talked.,,35,filler,9212,
706,List 1,,2,,8,long,1,,1,What did the editor wonder whether the reporter plagiarized?,isl,36,test,84,
706,List 1,,2,7,9722,,1,,7,I like drinking milkshakes.,,37,filler,9722,
706,List 1,Accept the raise,,,,,,,,,,,,,
706,List 1,,3,5,9513,,1,,4,They all have helped and they have all done so generously.,,38,filler,9513,
706,List 1,,3,1,9123,,1,,1,Who was that Martians kidnapped believed by no one?,,39,filler,9123,
706,List 1,,3,,9,short,1,,7,Who thought that the general ordered the mission?,nonisl,40,test,91,
706,List 1,,3,1,9113,,1,,1,The hedges were trimmed the hedges.,,41,filler,9113,
706,List 1,,3,,10,short,1,,7,Who wondered whether the doctor prescribed the medicine?,isl,42,test,102,
706,List 1,,3,3,9313,,1,,4,Linda remembered herself to pick-up the dry cleaning.,,43,filler,9313,
706,List 1,,3,4,9413,,1,,7,"If Grace probably passes the class, she will graduate on time.",,44,filler,9413,
706,List 1,,3,7,9713,,1,,7,Vivian attempted to write stories.,,45,filler,9713,
706,List 1,,3,,11,long,1,,7,What did the parent think that the babysitter washed?,nonisl,46,test,113,
706,List 1,,3,3,9323,,1,,4,Tomorrow seems that there will be a hurricane.,,47,filler,9323,
706,List 1,,3,2,9213,,1,,1,With the generals about a new approach the President talked.,,48,filler,9213,
706,List 1,,3,7,9723,,1,,7,I like taking vacations.,,49,filler,9723,
706,List 1,,3,,12,long,1,,1,What did the scientist wonder whether the politician ignored?,isl,50,test,124,
706,List 1,,3,4,9423,,1,,2,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,51,filler,9423,
706,List 1,,4,7,9724,,1,,7,I hate missing work.,,52,filler,9724,
706,List 1,,4,3,9324,,1,,2,Next week appears that the strikers will be back to work.,,53,filler,9324,
706,List 1,,4,,13,short,1,,7,Who thought that the judge overruled the case?,nonisl,54,test,131,
706,List 1,,4,4,9424,,1,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,55,filler,9424,
706,List 1,,4,2,9214,,1,,1,At your spouse on the phone you shouldn't yell.,,56,filler,9214,
706,List 1,,4,,14,short,1,,7,Who wondered whether the architect modified the blueprint?,isl,57,test,142,
706,List 1,,4,7,9714,,1,,7,Tommy attempted to take a picture.,,58,filler,9714,
706,List 1,,4,1,9114,,1,,1,Tommy was punished Tommy.,,59,filler,9114,
706,List 1,,4,4,9414,,1,,4,"If frankly you continue to argue, the boss will fire you.",,60,filler,9414,
706,List 1,,4,,15,long,1,,7,What did the cardiologist think that the patient contracted?,nonisl,61,test,153,
706,List 1,,4,3,9314,,1,,6,Patricia agreed herself to host the party.,,62,filler,9314,
706,List 1,,4,1,9124,,1,,1,Who is that the jail must release accepted by few citizens?,,63,filler,9124,
706,List 1,,4,,16,long,1,,1,What did the bartender wonder whether the customer ordered?,isl,64,test,164,
706,List 1,,4,5,9514,,1,,4,They all have studied and they have all done so effectively.,,65,filler,9514,
706,List 1,,,,,,,5eb070eb793af1113c01e244,,,,,,,
698,List 1,,0,7,1007,,1,,7,She was the winner.,,1,practice,1007,
698,List 1,,0,1,1001,,1,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
698,List 1,,0,4,1004,,1,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
698,List 1,,0,6,1006,,1,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
698,List 1,,0,2,1002,,1,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
698,List 1,,0,5,1005,,1,,4,All the men seem to have all eaten supper.,,6,practice,1005,
698,List 1,,0,3,1003,,1,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
698,List 1,,0,7,1008,,1,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
698,List 1,,0,1,1009,,1,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
698,List 1,,1,1,9111,,1,,1,John was kissed John.,,10,filler,9111,
698,List 1,,1,,1,short,1,,7,Who thought that the chef burned the dish?,nonisl,11,test,11,
698,List 1,,1,5,9511,,1,,6,They all have left and they have all done so deliberately.,,12,filler,9511,
698,List 1,,1,2,9211,,1,,1,To the neighbors about the noise the old man complained.,,13,filler,9211,
698,List 1,,1,7,9711,,1,,7,Kerry attempted to study physics.,,14,filler,9711,
698,List 1,,1,,2,short,1,,7,Who wondered whether the tenant repainted the room?,isl,15,test,22,
698,List 1,,1,3,9321,,1,,1,Yesterday seemed that John left.,,16,filler,9321,
698,List 1,,1,1,9121,,1,,1,Who was that the principal would fire expected by the reporters?,,17,filler,9121,
698,List 1,,1,,3,long,1,,6,What did the coach think that the gymnast practiced?,nonisl,18,test,33,
698,List 1,,1,3,9311,,1,,4,John tried himself to win.,,19,filler,9311,
698,List 1,,1,4,9421,,1,,3,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,20,filler,9421,
698,List 1,,1,,4,long,1,,2,What did the teacher wonder whether the student read?,isl,21,test,44,
698,List 1,,1,7,9721,,1,,7,I hate eating sushi.,,22,filler,9721,
698,List 1,,1,4,9411,,1,,5,"If frankly he's unable to cope, we'll have to replace him.",,23,filler,9411,
698,List 1,,2,7,9712,,1,,7,Brittany attempted to touch the porcupine.,,24,filler,9712,
698,List 1,,2,,5,short,1,,7,Who thought that the assistant copied the file?,nonisl,25,test,51,
698,List 1,,2,5,9512,,1,,6,They all have finished and they have all done so efficiently.,,26,filler,9512,
698,List 1,,2,1,9112,,1,,1,The money was stolen the money.,,27,filler,9112,
698,List 1,,2,3,9312,,1,,4,William planned himself to write a novel.,,28,filler,9312,
698,List 1,,2,,6,short,1,,5,Who wondered whether the suspect stole the necklace?,isl,29,test,62,
698,List 1,,2,3,9322,,1,,2,Next week seems that Juan will be in town.,,30,filler,9322,
698,List 1,,2,1,9122,,1,,1,What was that the movers would break feared by the family?,,31,filler,9122,
698,List 1,,2,4,9412,,1,,4,"If Kelly might have time, she will do it.",,32,filler,9412,
698,List 1,,2,,7,long,1,,5,What did the smuggler think that the guard intercepted?,nonisl,33,test,73,
698,List 1,,2,4,9422,,1,,2,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,34,filler,9422,
698,List 1,,2,2,9212,,1,,2,To the professor about my grade I talked.,,35,filler,9212,
698,List 1,,2,,8,long,1,,4,What did the editor wonder whether the reporter plagiarized?,isl,36,test,84,
698,List 1,,2,7,9722,,1,,7,I like drinking milkshakes.,,37,filler,9722,
698,List 1,"I cannot answer this question appropriately, because I am not able to decipher whether the colleague did or did not do most of the work. ",,,,,,,,,,,,,
698,List 1,,3,5,9513,,1,,6,They all have helped and they have all done so generously.,,38,filler,9513,
698,List 1,,3,1,9123,,1,,1,Who was that Martians kidnapped believed by no one?,,39,filler,9123,
698,List 1,,3,,9,short,1,,6,Who thought that the general ordered the mission?,nonisl,40,test,91,
698,List 1,,3,1,9113,,1,,1,The hedges were trimmed the hedges.,,41,filler,9113,
698,List 1,,3,,10,short,1,,5,Who wondered whether the doctor prescribed the medicine?,isl,42,test,102,
698,List 1,,3,3,9313,,1,,5,Linda remembered herself to pick-up the dry cleaning.,,43,filler,9313,
698,List 1,,3,4,9413,,1,,4,"If Grace probably passes the class, she will graduate on time.",,44,filler,9413,
698,List 1,,3,7,9713,,1,,7,Vivian attempted to write stories.,,45,filler,9713,
698,List 1,,3,,11,long,1,,5,What did the parent think that the babysitter washed?,nonisl,46,test,113,
698,List 1,,3,3,9323,,1,,2,Tomorrow seems that there will be a hurricane.,,47,filler,9323,
698,List 1,,3,2,9213,,1,,3,With the generals about a new approach the President talked.,,48,filler,9213,
698,List 1,,3,7,9723,,1,,7,I like taking vacations.,,49,filler,9723,
698,List 1,,3,,12,long,1,,3,What did the scientist wonder whether the politician ignored?,isl,50,test,124,
698,List 1,,3,4,9423,,1,,3,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,51,filler,9423,
698,List 1,,4,7,9724,,1,,7,I hate missing work.,,52,filler,9724,
698,List 1,,4,3,9324,,1,,2,Next week appears that the strikers will be back to work.,,53,filler,9324,
698,List 1,,4,,13,short,1,,6,Who thought that the judge overruled the case?,nonisl,54,test,131,
698,List 1,,4,4,9424,,1,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,55,filler,9424,
698,List 1,,4,2,9214,,1,,2,At your spouse on the phone you shouldn't yell.,,56,filler,9214,
698,List 1,,4,,14,short,1,,5,Who wondered whether the architect modified the blueprint?,isl,57,test,142,
698,List 1,,4,7,9714,,1,,7,Tommy attempted to take a picture.,,58,filler,9714,
698,List 1,,4,1,9114,,1,,1,Tommy was punished Tommy.,,59,filler,9114,
698,List 1,,4,4,9414,,1,,3,"If frankly you continue to argue, the boss will fire you.",,60,filler,9414,
698,List 1,,4,,15,long,1,,5,What did the cardiologist think that the patient contracted?,nonisl,61,test,153,
698,List 1,,4,3,9314,,1,,4,Patricia agreed herself to host the party.,,62,filler,9314,
698,List 1,,4,1,9124,,1,,1,Who is that the jail must release accepted by few citizens?,,63,filler,9124,
698,List 1,,4,,16,long,1,,3,What did the bartender wonder whether the customer ordered?,isl,64,test,164,
698,List 1,,4,5,9514,,1,,6,They all have studied and they have all done so effectively.,,65,filler,9514,
698,List 1,,,,,,,664bff1726538ebef26606d6,,,,,,,
690,List 1,,0,7,1007,,1,,7,She was the winner.,,1,practice,1007,
690,List 1,,0,1,1001,,1,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
690,List 1,,0,4,1004,,1,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
690,List 1,,0,6,1006,,1,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
690,List 1,,0,2,1002,,1,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
690,List 1,,0,5,1005,,1,,7,All the men seem to have all eaten supper.,,6,practice,1005,
690,List 1,,0,3,1003,,1,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
690,List 1,,0,7,1008,,1,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
690,List 1,,0,1,1009,,1,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
690,List 1,,1,1,9111,,1,,1,John was kissed John.,,10,filler,9111,
690,List 1,,1,,1,short,1,,7,Who thought that the chef burned the dish?,nonisl,11,test,11,
690,List 1,,1,5,9511,,1,,7,They all have left and they have all done so deliberately.,,12,filler,9511,
690,List 1,,1,2,9211,,1,,1,To the neighbors about the noise the old man complained.,,13,filler,9211,
690,List 1,,1,7,9711,,1,,7,Kerry attempted to study physics.,,14,filler,9711,
690,List 1,,1,,2,short,1,,7,Who wondered whether the tenant repainted the room?,isl,15,test,22,
690,List 1,,1,3,9321,,1,,1,Yesterday seemed that John left.,,16,filler,9321,
690,List 1,,1,1,9121,,1,,1,Who was that the principal would fire expected by the reporters?,,17,filler,9121,
690,List 1,,1,,3,long,1,,4,What did the coach think that the gymnast practiced?,nonisl,18,test,33,
690,List 1,,1,3,9311,,1,,2,John tried himself to win.,,19,filler,9311,
690,List 1,,1,4,9421,,1,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,20,filler,9421,
690,List 1,,1,,4,long,1,,2,What did the teacher wonder whether the student read?,isl,21,test,44,
690,List 1,,1,7,9721,,1,,7,I hate eating sushi.,,22,filler,9721,
690,List 1,,1,4,9411,,1,,7,"If frankly he's unable to cope, we'll have to replace him.",,23,filler,9411,
690,List 1,,2,7,9712,,1,,7,Brittany attempted to touch the porcupine.,,24,filler,9712,
690,List 1,,2,,5,short,1,,7,Who thought that the assistant copied the file?,nonisl,25,test,51,
690,List 1,,2,5,9512,,1,,7,They all have finished and they have all done so efficiently.,,26,filler,9512,
690,List 1,,2,1,9112,,1,,1,The money was stolen the money.,,27,filler,9112,
690,List 1,,2,3,9312,,1,,1,William planned himself to write a novel.,,28,filler,9312,
690,List 1,,2,,6,short,1,,7,Who wondered whether the suspect stole the necklace?,isl,29,test,62,
690,List 1,,2,3,9322,,1,,7,Next week seems that Juan will be in town.,,30,filler,9322,
690,List 1,,2,1,9122,,1,,1,What was that the movers would break feared by the family?,,31,filler,9122,
690,List 1,,2,4,9412,,1,,2,"If Kelly might have time, she will do it.",,32,filler,9412,
690,List 1,,2,,7,long,1,,6,What did the smuggler think that the guard intercepted?,nonisl,33,test,73,
690,List 1,,2,4,9422,,1,,1,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,34,filler,9422,
690,List 1,,2,2,9212,,1,,1,To the professor about my grade I talked.,,35,filler,9212,
690,List 1,,2,,8,long,1,,6,What did the editor wonder whether the reporter plagiarized?,isl,36,test,84,
690,List 1,,2,7,9722,,1,,7,I like drinking milkshakes.,,37,filler,9722,
690,List 1,"Accept the raise, the sentence doesn't make sense.",,,,,,,,,,,,,
690,List 1,,3,5,9513,,1,,6,They all have helped and they have all done so generously.,,38,filler,9513,
690,List 1,,3,1,9123,,1,,1,Who was that Martians kidnapped believed by no one?,,39,filler,9123,
690,List 1,,3,,9,short,1,,7,Who thought that the general ordered the mission?,nonisl,40,test,91,
690,List 1,,3,1,9113,,1,,1,The hedges were trimmed the hedges.,,41,filler,9113,
690,List 1,,3,,10,short,1,,7,Who wondered whether the doctor prescribed the medicine?,isl,42,test,102,
690,List 1,,3,3,9313,,1,,1,Linda remembered herself to pick-up the dry cleaning.,,43,filler,9313,
690,List 1,,3,4,9413,,1,,1,"If Grace probably passes the class, she will graduate on time.",,44,filler,9413,
690,List 1,,3,7,9713,,1,,7,Vivian attempted to write stories.,,45,filler,9713,
690,List 1,,3,,11,long,1,,6,What did the parent think that the babysitter washed?,nonisl,46,test,113,
690,List 1,,3,3,9323,,1,,2,Tomorrow seems that there will be a hurricane.,,47,filler,9323,
690,List 1,,3,2,9213,,1,,1,With the generals about a new approach the President talked.,,48,filler,9213,
690,List 1,,3,7,9723,,1,,7,I like taking vacations.,,49,filler,9723,
690,List 1,,3,,12,long,1,,1,What did the scientist wonder whether the politician ignored?,isl,50,test,124,
690,List 1,,3,4,9423,,1,,1,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,51,filler,9423,
690,List 1,,4,7,9724,,1,,7,I hate missing work.,,52,filler,9724,
690,List 1,,4,3,9324,,1,,7,Next week appears that the strikers will be back to work.,,53,filler,9324,
690,List 1,,4,,13,short,1,,7,Who thought that the judge overruled the case?,nonisl,54,test,131,
690,List 1,,4,4,9424,,1,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,55,filler,9424,
690,List 1,,4,2,9214,,1,,1,At your spouse on the phone you shouldn't yell.,,56,filler,9214,
690,List 1,,4,,14,short,1,,7,Who wondered whether the architect modified the blueprint?,isl,57,test,142,
690,List 1,,4,7,9714,,1,,7,Tommy attempted to take a picture.,,58,filler,9714,
690,List 1,,4,1,9114,,1,,1,Tommy was punished Tommy.,,59,filler,9114,
690,List 1,,4,4,9414,,1,,1,"If frankly you continue to argue, the boss will fire you.",,60,filler,9414,
690,List 1,,4,,15,long,1,,7,What did the cardiologist think that the patient contracted?,nonisl,61,test,153,
690,List 1,,4,3,9314,,1,,1,Patricia agreed herself to host the party.,,62,filler,9314,
690,List 1,,4,1,9124,,1,,1,Who is that the jail must release accepted by few citizens?,,63,filler,9124,
690,List 1,,4,,16,long,1,,1,What did the bartender wonder whether the customer ordered?,isl,64,test,164,
690,List 1,,4,5,9514,,1,,6,They all have studied and they have all done so effectively.,,65,filler,9514,
690,List 1,,,,,,,5dd31ee6181abc335d955478,,,,,,,
689,List 4,,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
689,List 4,,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
689,List 4,,0,4,1004,,4,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
689,List 4,,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
689,List 4,,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
689,List 4,,0,5,1005,,4,,1,All the men seem to have all eaten supper.,,6,practice,1005,
689,List 4,,0,3,1003,,4,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
689,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
689,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
689,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
689,List 4,,1,3,9324,,4,,2,Next week appears that the strikers will be back to work.,,11,filler,9324,
689,List 4,,1,,13,long,4,,1,What did the prosecutor wonder whether the judge overruled?,isl,12,test,134,
689,List 4,,1,4,9424,,4,,7,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
689,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
689,List 4,,1,,14,short,4,,7,Who thought that the architect modified the blueprint?,nonisl,15,test,141,
689,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
689,List 4,,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
689,List 4,,1,4,9414,,4,,7,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
689,List 4,,1,,15,short,4,,7,Who wondered whether the patient contracted the disease?,isl,19,test,152,
689,List 4,,1,3,9314,,4,,6,Patricia agreed herself to host the party.,,20,filler,9314,
689,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
689,List 4,,1,,16,long,4,,7,What did the bartender think that the customer ordered?,nonisl,22,test,163,
689,List 4,,1,5,9514,,4,,6,They all have studied and they have all done so effectively.,,23,filler,9514,
689,List 4,,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
689,List 4,,2,,1,long,4,,1,What did the waiter wonder whether the chef burned?,isl,25,test,14,
689,List 4,,2,5,9511,,4,,7,They all have left and they have all done so deliberately.,,26,filler,9511,
689,List 4,,2,2,9211,,4,,7,To the neighbors about the noise the old man complained.,,27,filler,9211,
689,List 4,,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
689,List 4,,2,,2,short,4,,7,Who thought that the tenant repainted the room?,nonisl,29,test,21,
689,List 4,,2,3,9321,,4,,2,Yesterday seemed that John left.,,30,filler,9321,
689,List 4,,2,1,9121,,4,,1,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
689,List 4,,2,,3,short,4,,7,Who wondered whether the gymnast practiced the routine?,isl,32,test,32,
689,List 4,,2,3,9311,,4,,6,John tried himself to win.,,33,filler,9311,
689,List 4,,2,4,9421,,4,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
689,List 4,,2,,4,long,4,,7,What did the teacher think that the student read?,nonisl,35,test,43,
689,List 4,,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
689,List 4,,2,4,9411,,4,,7,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
689,List 4,"I would talk to my boss about it, and he has to confront my colleague.",,,,,,,,,,,,,
689,List 4,,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
689,List 4,,3,,5,long,4,,7,What did the manager wonder whether the assistant copied?,isl,39,test,54,
689,List 4,,3,5,9512,,4,,7,They all have finished and they have all done so efficiently.,,40,filler,9512,
689,List 4,,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
689,List 4,,3,3,9312,,4,,1,William planned himself to write a novel.,,42,filler,9312,
689,List 4,,3,,6,short,4,,7,Who thought that the suspect stole the necklace?,nonisl,43,test,61,
689,List 4,,3,3,9322,,4,,1,Next week seems that Juan will be in town.,,44,filler,9322,
689,List 4,,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
689,List 4,,3,4,9412,,4,,7,"If Kelly might have time, she will do it.",,46,filler,9412,
689,List 4,,3,,7,short,4,,7,Who wondered whether the guard intercepted the shipment?,isl,47,test,72,
689,List 4,,3,4,9422,,4,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
689,List 4,,3,2,9212,,4,,1,To the professor about my grade I talked.,,49,filler,9212,
689,List 4,,3,,8,long,4,,7,What did the editor think that the reporter plagiarized?,nonisl,50,test,83,
689,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
689,List 4,,4,5,9513,,4,,7,They all have helped and they have all done so generously.,,52,filler,9513,
689,List 4,,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
689,List 4,,4,,9,long,4,,1,What did the soldier wonder whether the general ordered?,isl,54,test,94,
689,List 4,,4,1,9113,,4,,1,The hedges were trimmed the hedges.,,55,filler,9113,
689,List 4,,4,,10,short,4,,7,Who thought that the doctor prescribed the medicine?,nonisl,56,test,101,
689,List 4,,4,3,9313,,4,,7,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
689,List 4,,4,4,9413,,4,,7,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
689,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
689,List 4,,4,,11,short,4,,7,Who wondered whether the babysitter washed the bottle?,isl,60,test,112,
689,List 4,,4,3,9323,,4,,7,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
689,List 4,,4,2,9213,,4,,1,With the generals about a new approach the President talked.,,62,filler,9213,
689,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
689,List 4,,4,,12,long,4,,7,What did the scientist think that the politician ignored?,nonisl,64,test,123,
689,List 4,,4,4,9423,,4,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
689,List 4,,,,,,,666dca486e916cd782e9a24d,,,,,,,
697,List 4,,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
697,List 4,,0,1,1001,,4,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
697,List 4,,0,4,1004,,4,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
697,List 4,,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
697,List 4,,0,2,1002,,4,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
697,List 4,,0,5,1005,,4,,3,All the men seem to have all eaten supper.,,6,practice,1005,
697,List 4,,0,3,1003,,4,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
697,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
697,List 4,,0,1,1009,,4,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
697,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
697,List 4,,1,3,9324,,4,,3,Next week appears that the strikers will be back to work.,,11,filler,9324,
697,List 4,,1,,13,long,4,,3,What did the prosecutor wonder whether the judge overruled?,isl,12,test,134,
697,List 4,,1,4,9424,,4,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
697,List 4,,1,2,9214,,4,,2,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
697,List 4,,1,,14,short,4,,4,Who thought that the architect modified the blueprint?,nonisl,15,test,141,
697,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
697,List 4,,1,1,9114,,4,,3,Tommy was punished Tommy.,,17,filler,9114,
697,List 4,,1,4,9414,,4,,2,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
697,List 4,,1,,15,short,4,,7,Who wondered whether the patient contracted the disease?,isl,19,test,152,
697,List 4,,1,3,9314,,4,,3,Patricia agreed herself to host the party.,,20,filler,9314,
697,List 4,,1,1,9124,,4,,2,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
697,List 4,,1,,16,long,4,,7,What did the bartender think that the customer ordered?,nonisl,22,test,163,
697,List 4,,1,5,9514,,4,,6,They all have studied and they have all done so effectively.,,23,filler,9514,
697,List 4,,2,1,9111,,4,,2,John was kissed John.,,24,filler,9111,
697,List 4,,2,,1,long,4,,2,What did the waiter wonder whether the chef burned?,isl,25,test,14,
697,List 4,,2,5,9511,,4,,6,They all have left and they have all done so deliberately.,,26,filler,9511,
