workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
1116,List 2,,3,,14,long,2,,6,What did the carpenter think that the architect modified?,nonisl,43,test,143,
1116,List 2,,3,7,9714,,2,,7,Tommy attempted to take a picture.,,44,filler,9714,
1116,List 2,,3,1,9114,,2,,1,Tommy was punished Tommy.,,45,filler,9114,
1116,List 2,,3,4,9414,,2,,3,"If frankly you continue to argue, the boss will fire you.",,46,filler,9414,
1116,List 2,,3,,15,long,2,,3,What did the cardiologist wonder why the patient contracted?,isl,47,test,154,
1116,List 2,,3,3,9314,,2,,5,Patricia agreed herself to host the party.,,48,filler,9314,
1116,List 2,,3,1,9124,,2,,3,Who is that the jail must release accepted by few citizens?,,49,filler,9124,
1116,List 2,,3,,16,short,2,,7,Who thought that the customer ordered the drink?,nonisl,50,test,161,
1116,List 2,,3,5,9514,,2,,7,They all have studied and they have all done so effectively.,,51,filler,9514,
1116,List 2,,4,1,9111,,2,,1,John was kissed John.,,52,filler,9111,
1116,List 2,,4,,1,short,2,,7,Who wondered why the chef burned the dish?,isl,53,test,12,
1116,List 2,,4,5,9511,,2,,7,They all have left and they have all done so deliberately.,,54,filler,9511,
1116,List 2,,4,2,9211,,2,,2,To the neighbors about the noise the old man complained.,,55,filler,9211,
1116,List 2,,4,7,9711,,2,,7,Kerry attempted to study physics.,,56,filler,9711,
1116,List 2,,4,,2,long,2,,7,What did the landlord think that the tenant repainted?,nonisl,57,test,23,
1116,List 2,,4,3,9321,,2,,5,Yesterday seemed that John left.,,58,filler,9321,
1116,List 2,,4,1,9121,,2,,2,Who was that the principal would fire expected by the reporters?,,59,filler,9121,
1116,List 2,,4,,3,long,2,,1,What did the coach wonder why the gymnast practiced?,isl,60,test,34,
1116,List 2,,4,3,9311,,2,,1,John tried himself to win.,,61,filler,9311,
1116,List 2,,4,4,9421,,2,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,62,filler,9421,
1116,List 2,,4,,4,short,2,,7,Who thought that the student read the book?,nonisl,63,test,41,
1116,List 2,,4,7,9721,,2,,7,I hate eating sushi.,,64,filler,9721,
1116,List 2,,4,4,9411,,2,,3,"If frankly he's unable to cope, we'll have to replace him.",,65,filler,9411,
1116,List 2,,,,,,,662abe72e72ad535bfb51121,,,,,,,
1115,List 2,,0,7,1007,,2,,7,She was the winner.,,1,practice,1007,
1115,List 2,,0,1,1001,,2,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1115,List 2,,0,4,1004,,2,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1115,List 2,,0,6,1006,,2,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1115,List 2,,0,2,1002,,2,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1115,List 2,,0,5,1005,,2,,6,All the men seem to have all eaten supper.,,6,practice,1005,
1115,List 2,,0,3,1003,,2,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
1115,List 2,,0,7,1008,,2,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1115,List 2,,0,1,1009,,2,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1115,List 2,,1,7,9712,,2,,7,Brittany attempted to touch the porcupine.,,10,filler,9712,
1115,List 2,,1,,5,short,2,,3,Who wondered why the assistant copied the file?,isl,11,test,52,
1115,List 2,,1,5,9512,,2,,6,They all have finished and they have all done so efficiently.,,12,filler,9512,
1115,List 2,,1,1,9112,,2,,2,The money was stolen the money.,,13,filler,9112,
1115,List 2,,1,3,9312,,2,,2,William planned himself to write a novel.,,14,filler,9312,
1115,List 2,,1,,6,long,2,,4,What did the detective think that the suspect stole?,nonisl,15,test,63,
1115,List 2,,1,3,9322,,2,,4,Next week seems that Juan will be in town.,,16,filler,9322,
1115,List 2,,1,1,9122,,2,,1,What was that the movers would break feared by the family?,,17,filler,9122,
1115,List 2,,1,4,9412,,2,,2,"If Kelly might have time, she will do it.",,18,filler,9412,
1115,List 2,,1,,7,long,2,,1,What did the smuggler wonder why the guard intercepted?,isl,19,test,74,
1115,List 2,,1,4,9422,,2,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,20,filler,9422,
1115,List 2,,1,2,9212,,2,,1,To the professor about my grade I talked.,,21,filler,9212,
1115,List 2,,1,,8,short,2,,7,Who thought that the reporter plagiarized the article?,nonisl,22,test,81,
1115,List 2,,1,7,9722,,2,,7,I like drinking milkshakes.,,23,filler,9722,
1115,List 2,,2,5,9513,,2,,4,They all have helped and they have all done so generously.,,24,filler,9513,
1115,List 2,,2,1,9123,,2,,1,Who was that Martians kidnapped believed by no one?,,25,filler,9123,
1115,List 2,,2,,9,short,2,,4,Who wondered why the general ordered the mission?,isl,26,test,92,
1115,List 2,,2,1,9113,,2,,1,The hedges were trimmed the hedges.,,27,filler,9113,
1115,List 2,,2,,10,long,2,,5,What did the nurse think that the doctor prescribed?,nonisl,28,test,103,
1115,List 2,,2,3,9313,,2,,2,Linda remembered herself to pick-up the dry cleaning.,,29,filler,9313,
1115,List 2,,2,4,9413,,2,,2,"If Grace probably passes the class, she will graduate on time.",,30,filler,9413,
1115,List 2,,2,7,9713,,2,,5,Vivian attempted to write stories.,,31,filler,9713,
1115,List 2,,2,,11,long,2,,1,What did the parent wonder why the babysitter washed?,isl,32,test,114,
1115,List 2,,2,3,9323,,2,,6,Tomorrow seems that there will be a hurricane.,,33,filler,9323,
1115,List 2,,2,2,9213,,2,,1,With the generals about a new approach the President talked.,,34,filler,9213,
1115,List 2,,2,7,9723,,2,,7,I like taking vacations.,,35,filler,9723,
1115,List 2,,2,,12,short,2,,5,Who thought that the politician ignored the recommendation?,nonisl,36,test,121,
1115,List 2,,2,4,9423,,2,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,37,filler,9423,
1115,List 2,Decline,,,,,,,,,,,,,
1115,List 2,,3,7,9724,,2,,7,I hate missing work.,,38,filler,9724,
1115,List 2,,3,3,9324,,2,,5,Next week appears that the strikers will be back to work.,,39,filler,9324,
1115,List 2,,3,,13,short,2,,4,Who wondered why the judge overruled the case?,isl,40,test,132,
1115,List 2,,3,4,9424,,2,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,41,filler,9424,
1115,List 2,,3,2,9214,,2,,1,At your spouse on the phone you shouldn't yell.,,42,filler,9214,
1115,List 2,,3,,14,long,2,,5,What did the carpenter think that the architect modified?,nonisl,43,test,143,
1115,List 2,,3,7,9714,,2,,7,Tommy attempted to take a picture.,,44,filler,9714,
1115,List 2,,3,1,9114,,2,,1,Tommy was punished Tommy.,,45,filler,9114,
1115,List 2,,3,4,9414,,2,,3,"If frankly you continue to argue, the boss will fire you.",,46,filler,9414,
1115,List 2,,3,,15,long,2,,2,What did the cardiologist wonder why the patient contracted?,isl,47,test,154,
1115,List 2,,3,3,9314,,2,,6,Patricia agreed herself to host the party.,,48,filler,9314,
1115,List 2,,3,1,9124,,2,,1,Who is that the jail must release accepted by few citizens?,,49,filler,9124,
1115,List 2,,3,,16,short,2,,2,Who thought that the customer ordered the drink?,nonisl,50,test,161,
1115,List 2,,3,5,9514,,2,,3,They all have studied and they have all done so effectively.,,51,filler,9514,
1115,List 2,,4,1,9111,,2,,1,John was kissed John.,,52,filler,9111,
1115,List 2,,4,,1,short,2,,3,Who wondered why the chef burned the dish?,isl,53,test,12,
1115,List 2,,4,5,9511,,2,,4,They all have left and they have all done so deliberately.,,54,filler,9511,
1115,List 2,,4,2,9211,,2,,2,To the neighbors about the noise the old man complained.,,55,filler,9211,
1115,List 2,,4,7,9711,,2,,7,Kerry attempted to study physics.,,56,filler,9711,
1115,List 2,,4,,2,long,2,,3,What did the landlord think that the tenant repainted?,nonisl,57,test,23,
1115,List 2,,4,3,9321,,2,,1,Yesterday seemed that John left.,,58,filler,9321,
1115,List 2,,4,1,9121,,2,,1,Who was that the principal would fire expected by the reporters?,,59,filler,9121,
1115,List 2,,4,,3,long,2,,1,What did the coach wonder why the gymnast practiced?,isl,60,test,34,
1115,List 2,,4,3,9311,,2,,4,John tried himself to win.,,61,filler,9311,
1115,List 2,,4,4,9421,,2,,3,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,62,filler,9421,
1115,List 2,,4,,4,short,2,,1,Who thought that the student read the book?,nonisl,63,test,41,
1115,List 2,,4,7,9721,,2,,7,I hate eating sushi.,,64,filler,9721,
1115,List 2,,4,4,9411,,2,,2,"If frankly he's unable to cope, we'll have to replace him.",,65,filler,9411,
1115,List 2,,,,,,,66a930d406d85940d166389f,,,,,,,
1107,List 2,,0,7,1007,,2,,7,She was the winner.,,1,practice,1007,
1107,List 2,,0,1,1001,,2,,7,"Promise to wash, Neal did the car.",,2,practice,1001,
1107,List 2,,0,4,1004,,2,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1107,List 2,,0,6,1006,,2,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1107,List 2,,0,2,1002,,2,,6,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1107,List 2,,0,5,1005,,2,,7,All the men seem to have all eaten supper.,,6,practice,1005,
1107,List 2,,0,3,1003,,2,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1107,List 2,,0,7,1008,,2,,1,It seems to me that Robert can't be trusted.,,8,practice,1008,
1107,List 2,,0,1,1009,,2,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1107,List 2,,1,7,9712,,2,,1,Brittany attempted to touch the porcupine.,,10,filler,9712,
1107,List 2,,1,,5,short,2,,5,Who wondered why the assistant copied the file?,isl,11,test,52,
1107,List 2,,1,5,9512,,2,,5,They all have finished and they have all done so efficiently.,,12,filler,9512,
1107,List 2,,1,1,9112,,2,,1,The money was stolen the money.,,13,filler,9112,
1107,List 2,,1,3,9312,,2,,7,William planned himself to write a novel.,,14,filler,9312,
1107,List 2,,1,,6,long,2,,1,What did the detective think that the suspect stole?,nonisl,15,test,63,
1107,List 2,,1,3,9322,,2,,7,Next week seems that Juan will be in town.,,16,filler,9322,
1107,List 2,,1,1,9122,,2,,6,What was that the movers would break feared by the family?,,17,filler,9122,
1107,List 2,,1,4,9412,,2,,6,"If Kelly might have time, she will do it.",,18,filler,9412,
1107,List 2,,1,,7,long,2,,6,What did the smuggler wonder why the guard intercepted?,isl,19,test,74,
1107,List 2,,1,4,9422,,2,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,20,filler,9422,
1107,List 2,,1,2,9212,,2,,7,To the professor about my grade I talked.,,21,filler,9212,
1107,List 2,,1,,8,short,2,,1,Who thought that the reporter plagiarized the article?,nonisl,22,test,81,
1107,List 2,,1,7,9722,,2,,7,I like drinking milkshakes.,,23,filler,9722,
1107,List 2,,2,5,9513,,2,,7,They all have helped and they have all done so generously.,,24,filler,9513,
1107,List 2,,2,1,9123,,2,,1,Who was that Martians kidnapped believed by no one?,,25,filler,9123,
1107,List 2,,2,,9,short,2,,7,Who wondered why the general ordered the mission?,isl,26,test,92,
1107,List 2,,2,1,9113,,2,,7,The hedges were trimmed the hedges.,,27,filler,9113,
1107,List 2,,2,,10,long,2,,6,What did the nurse think that the doctor prescribed?,nonisl,28,test,103,
1107,List 2,,2,3,9313,,2,,6,Linda remembered herself to pick-up the dry cleaning.,,29,filler,9313,
1107,List 2,,2,4,9413,,2,,7,"If Grace probably passes the class, she will graduate on time.",,30,filler,9413,
1107,List 2,,2,7,9713,,2,,7,Vivian attempted to write stories.,,31,filler,9713,
1107,List 2,,2,,11,long,2,,6,What did the parent wonder why the babysitter washed?,isl,32,test,114,
1107,List 2,,2,3,9323,,2,,1,Tomorrow seems that there will be a hurricane.,,33,filler,9323,
1107,List 2,,2,2,9213,,2,,7,With the generals about a new approach the President talked.,,34,filler,9213,
1107,List 2,,2,7,9723,,2,,6,I like taking vacations.,,35,filler,9723,
1107,List 2,,2,,12,short,2,,1,Who thought that the politician ignored the recommendation?,nonisl,36,test,121,
1107,List 2,,2,4,9423,,2,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,37,filler,9423,
1107,List 2,I will tell the boss to reward the rightful person,,,,,,,,,,,,,
1107,List 2,,3,7,9724,,2,,7,I hate missing work.,,38,filler,9724,
1107,List 2,,3,3,9324,,2,,7,Next week appears that the strikers will be back to work.,,39,filler,9324,
1107,List 2,,3,,13,short,2,,7,Who wondered why the judge overruled the case?,isl,40,test,132,
1107,List 2,,3,4,9424,,2,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,41,filler,9424,
1107,List 2,,3,2,9214,,2,,7,At your spouse on the phone you shouldn't yell.,,42,filler,9214,
1107,List 2,,3,,14,long,2,,7,What did the carpenter think that the architect modified?,nonisl,43,test,143,
1107,List 2,,3,7,9714,,2,,7,Tommy attempted to take a picture.,,44,filler,9714,
1107,List 2,,3,1,9114,,2,,7,Tommy was punished Tommy.,,45,filler,9114,
1107,List 2,,3,4,9414,,2,,7,"If frankly you continue to argue, the boss will fire you.",,46,filler,9414,
1107,List 2,,3,,15,long,2,,7,What did the cardiologist wonder why the patient contracted?,isl,47,test,154,
1107,List 2,,3,3,9314,,2,,7,Patricia agreed herself to host the party.,,48,filler,9314,
1107,List 2,,3,1,9124,,2,,7,Who is that the jail must release accepted by few citizens?,,49,filler,9124,
1107,List 2,,3,,16,short,2,,6,Who thought that the customer ordered the drink?,nonisl,50,test,161,
1107,List 2,,3,5,9514,,2,,6,They all have studied and they have all done so effectively.,,51,filler,9514,
1107,List 2,,4,1,9111,,2,,7,John was kissed John.,,52,filler,9111,
1107,List 2,,4,,1,short,2,,6,Who wondered why the chef burned the dish?,isl,53,test,12,
1107,List 2,,4,5,9511,,2,,7,They all have left and they have all done so deliberately.,,54,filler,9511,
1107,List 2,,4,2,9211,,2,,6,To the neighbors about the noise the old man complained.,,55,filler,9211,
1107,List 2,,4,7,9711,,2,,7,Kerry attempted to study physics.,,56,filler,9711,
1107,List 2,,4,,2,long,2,,6,What did the landlord think that the tenant repainted?,nonisl,57,test,23,
1107,List 2,,4,3,9321,,2,,7,Yesterday seemed that John left.,,58,filler,9321,
1107,List 2,,4,1,9121,,2,,6,Who was that the principal would fire expected by the reporters?,,59,filler,9121,
1107,List 2,,4,,3,long,2,,7,What did the coach wonder why the gymnast practiced?,isl,60,test,34,
1107,List 2,,4,3,9311,,2,,7,John tried himself to win.,,61,filler,9311,
1107,List 2,,4,4,9421,,2,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,62,filler,9421,
1107,List 2,,4,,4,short,2,,7,Who thought that the student read the book?,nonisl,63,test,41,
1107,List 2,,4,7,9721,,2,,1,I hate eating sushi.,,64,filler,9721,
1107,List 2,,4,4,9411,,2,,7,"If frankly he's unable to cope, we'll have to replace him.",,65,filler,9411,
1107,List 2,,,,,,,654f39d42ccb9fe00c46be78,,,,,,,
1114,List 7,,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
1114,List 7,,0,1,1001,,7,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
1114,List 7,,0,4,1004,,7,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1114,List 7,,0,6,1006,,7,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1114,List 7,,0,2,1002,,7,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1114,List 7,,0,5,1005,,7,,6,All the men seem to have all eaten supper.,,6,practice,1005,
1114,List 7,,0,3,1003,,7,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
1114,List 7,,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1114,List 7,,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1114,List 7,,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
1114,List 7,,1,,8,short,7,,6,Who wondered why the reporter plagiarized the article?,isl,11,test,82,
1114,List 7,,1,2,9212,,7,,3,To the professor about my grade I talked.,,12,filler,9212,
1114,List 7,,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
1114,List 7,,1,,7,short,7,,7,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
1114,List 7,,1,4,9412,,7,,6,"If Kelly might have time, she will do it.",,15,filler,9412,
1114,List 7,,1,1,9122,,7,,2,What was that the movers would break feared by the family?,,16,filler,9122,
1114,List 7,,1,3,9322,,7,,5,Next week seems that Juan will be in town.,,17,filler,9322,
1114,List 7,,1,,6,long,7,,2,What did the detective wonder why the suspect stole?,isl,18,test,64,
1114,List 7,,1,3,9312,,7,,4,William planned himself to write a novel.,,19,filler,9312,
1114,List 7,,1,1,9112,,7,,2,The money was stolen the money.,,20,filler,9112,
1114,List 7,,1,5,9512,,7,,4,They all have finished and they have all done so efficiently.,,21,filler,9512,
1114,List 7,,1,,5,long,7,,5,What did the manager think that the assistant copied?,nonisl,22,test,53,
1114,List 7,,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
1114,List 7,,2,4,9411,,7,,5,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
1114,List 7,,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
1114,List 7,,2,,4,short,7,,6,Who wondered why the student read the book?,isl,26,test,42,
1114,List 7,,2,4,9421,,7,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
1114,List 7,,2,3,9311,,7,,4,John tried himself to win.,,28,filler,9311,
1114,List 7,,2,,3,short,7,,6,Who thought that the gymnast practiced the routine?,nonisl,29,test,31,
1114,List 7,,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
1114,List 7,,2,3,9321,,7,,2,Yesterday seemed that John left.,,31,filler,9321,
1114,List 7,,2,,2,long,7,,2,What did the landlord wonder why the tenant repainted?,isl,32,test,24,
1114,List 7,,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
1114,List 7,,2,2,9211,,7,,3,To the neighbors about the noise the old man complained.,,34,filler,9211,
1114,List 7,,2,5,9511,,7,,5,They all have left and they have all done so deliberately.,,35,filler,9511,
1114,List 7,,2,,1,long,7,,6,What did the waiter think that the chef burned?,nonisl,36,test,13,
1114,List 7,,2,1,9111,,7,,4,John was kissed John.,,37,filler,9111,
1114,List 7,I would act like I didn't know why I got the raise.,,,,,,,,,,,,,
1114,List 7,,3,5,9514,,7,,4,They all have studied and they have all done so effectively.,,38,filler,9514,
1114,List 7,,3,,16,short,7,,5,Who wondered why the customer ordered the drink?,isl,39,test,162,
1114,List 7,,3,1,9124,,7,,3,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
1114,List 7,,3,3,9314,,7,,4,Patricia agreed herself to host the party.,,41,filler,9314,
1114,List 7,,3,,15,short,7,,6,Who thought that the patient contracted the disease?,nonisl,42,test,151,
1114,List 7,,3,4,9414,,7,,5,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
1114,List 7,,3,1,9114,,7,,3,Tommy was punished Tommy.,,44,filler,9114,
1114,List 7,,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
1114,List 7,,3,,14,long,7,,6,What did the carpenter wonder why the architect modified?,isl,46,test,144,
1114,List 7,,3,2,9214,,7,,3,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
1114,List 7,,3,4,9424,,7,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
1114,List 7,,3,,13,long,7,,6,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
1114,List 7,,3,3,9324,,7,,5,Next week appears that the strikers will be back to work.,,50,filler,9324,
1114,List 7,,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
1114,List 7,,4,4,9423,,7,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
1114,List 7,,4,,12,short,7,,6,Who wondered why the politician ignored the recommendation?,isl,53,test,122,
1114,List 7,,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
1114,List 7,,4,2,9213,,7,,4,With the generals about a new approach the President talked.,,55,filler,9213,
1114,List 7,,4,3,9323,,7,,5,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
1114,List 7,,4,,11,short,7,,6,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
1114,List 7,,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
1114,List 7,,4,4,9413,,7,,6,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
1114,List 7,,4,3,9313,,7,,5,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
1114,List 7,,4,,10,long,7,,4,What did the nurse wonder why the doctor prescribed?,isl,61,test,104,
1114,List 7,,4,1,9113,,7,,2,The hedges were trimmed the hedges.,,62,filler,9113,
1114,List 7,,4,,9,long,7,,6,What did the soldier think that the general ordered?,nonisl,63,test,93,
1114,List 7,,4,1,9123,,7,,4,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
1114,List 7,,4,5,9513,,7,,5,They all have helped and they have all done so generously.,,65,filler,9513,
1114,List 7,,,,,,,5de27ced22383629b807cc70,,,,,,,
1106,List 7,,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
1106,List 7,,0,1,1001,,7,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
1106,List 7,,0,4,1004,,7,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1106,List 7,,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1106,List 7,,0,2,1002,,7,,5,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1106,List 7,,0,5,1005,,7,,4,All the men seem to have all eaten supper.,,6,practice,1005,
1106,List 7,,0,3,1003,,7,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
1106,List 7,,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1106,List 7,,0,1,1009,,7,,3,There might mice seem to be in the cupboard.,,9,practice,1009,
1106,List 7,,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
1106,List 7,,1,,8,short,7,,6,Who wondered why the reporter plagiarized the article?,isl,11,test,82,
1106,List 7,,1,2,9212,,7,,3,To the professor about my grade I talked.,,12,filler,9212,
1106,List 7,,1,4,9422,,7,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
1106,List 7,,1,,7,short,7,,6,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
1106,List 7,,1,4,9412,,7,,5,"If Kelly might have time, she will do it.",,15,filler,9412,
1106,List 7,,1,1,9122,,7,,4,What was that the movers would break feared by the family?,,16,filler,9122,
1106,List 7,,1,3,9322,,7,,5,Next week seems that Juan will be in town.,,17,filler,9322,
1106,List 7,,1,,6,long,7,,4,What did the detective wonder why the suspect stole?,isl,18,test,64,
1106,List 7,,1,3,9312,,7,,5,William planned himself to write a novel.,,19,filler,9312,
1106,List 7,,1,1,9112,,7,,3,The money was stolen the money.,,20,filler,9112,
1106,List 7,,1,5,9512,,7,,5,They all have finished and they have all done so efficiently.,,21,filler,9512,
1106,List 7,,1,,5,long,7,,5,What did the manager think that the assistant copied?,nonisl,22,test,53,
