workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
2963,List 8,2,2,9212,,8,,2,To the professor about my grade I talked.,,26,filler,9212,
2963,List 8,2,4,9422,,8,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2963,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
2963,List 8,2,4,9412,,8,,3,"If Kelly might have time, she will do it.",,29,filler,9412,
2963,List 8,2,1,9122,,8,,2,What was that the movers would break feared by the family?,,30,filler,9122,
2963,List 8,2,3,9322,,8,,3,Next week seems that Juan will be in town.,,31,filler,9322,
2963,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
2963,List 8,2,3,9312,,8,,2,William planned himself to write a novel.,,33,filler,9312,
2963,List 8,2,1,9112,,8,,2,The money was stolen the money.,,34,filler,9112,
2963,List 8,2,5,9512,,8,,7,They all have finished and they have all done so efficiently.,,35,filler,9512,
2963,List 8,2,,5,long,8,,4,What did the manager make the claim that the assistant copied?,isl,36,test,54,
2963,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
2963,List 8,3,4,9411,,8,,2,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
2963,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
2963,List 8,3,,4,long,8,,2,What did the teacher claim that the student read?,nonisl,40,test,43,
2963,List 8,3,4,9421,,8,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
2963,List 8,3,3,9311,,8,,2,John tried himself to win.,,42,filler,9311,
2963,List 8,3,,3,short,8,,7,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
2963,List 8,3,1,9121,,8,,3,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
2963,List 8,3,3,9321,,8,,2,Yesterday seemed that John left.,,45,filler,9321,
2963,List 8,3,,2,short,8,,7,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
2963,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
2963,List 8,3,2,9211,,8,,2,To the neighbors about the noise the old man complained.,,48,filler,9211,
2963,List 8,3,5,9511,,8,,1,They all have left and they have all done so deliberately.,,49,filler,9511,
2963,List 8,3,,1,long,8,,4,What did the waiter make the claim that the chef burned?,isl,50,test,14,
2963,List 8,3,1,9111,,8,,3,John was kissed John.,,51,filler,9111,
2963,List 8,4,5,9514,,8,,7,They all have studied and they have all done so effectively.,,52,filler,9514,
2963,List 8,4,,16,long,8,,7,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
2963,List 8,4,1,9124,,8,,2,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
2963,List 8,4,3,9314,,8,,1,Patricia agreed herself to host the party.,,55,filler,9314,
2963,List 8,4,,15,short,8,,7,Who made the claim that the patient contracted the disease?,isl,56,test,152,
2963,List 8,4,4,9414,,8,,1,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
2963,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
2963,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
2963,List 8,4,,14,short,8,,7,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
2963,List 8,4,2,9214,,8,,2,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
2963,List 8,4,4,9424,,8,,4,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
2963,List 8,4,,13,long,8,,7,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
2963,List 8,4,3,9324,,8,,7,Next week appears that the strikers will be back to work.,,64,filler,9324,
2963,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
2963,List 8,,,,,,63b708dcb6c22798cdb866fa,,,,,,,
3106,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3106,List 8,0,1,1001,,8,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
3106,List 8,0,4,1004,,8,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3106,List 8,0,6,1006,,8,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3106,List 8,0,2,1002,,8,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3106,List 8,0,5,1005,,8,,7,All the men seem to have all eaten supper.,,6,practice,1005,
3106,List 8,0,3,1003,,8,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
3106,List 8,0,7,1008,,8,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
3106,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3106,List 8,1,4,9423,,8,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3106,List 8,1,,12,long,8,,6,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
3106,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3106,List 8,1,2,9213,,8,,3,With the generals about a new approach the President talked.,,13,filler,9213,
3106,List 8,1,3,9323,,8,,4,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3106,List 8,1,,11,short,8,,5,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
3106,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3106,List 8,1,4,9413,,8,,6,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3106,List 8,1,3,9313,,8,,5,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3106,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
3106,List 8,1,1,9113,,8,,1,The hedges were trimmed the hedges.,,20,filler,9113,
3106,List 8,1,,9,long,8,,2,What did the soldier make the claim that the general ordered?,isl,21,test,94,
3106,List 8,1,1,9123,,8,,3,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3106,List 8,1,5,9513,,8,,6,They all have helped and they have all done so generously.,,23,filler,9513,
3106,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3106,List 8,2,,8,long,8,,6,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
3106,List 8,2,2,9212,,8,,3,To the professor about my grade I talked.,,26,filler,9212,
3106,List 8,2,4,9422,,8,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3106,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
3106,List 8,2,4,9412,,8,,6,"If Kelly might have time, she will do it.",,29,filler,9412,
3106,List 8,2,1,9122,,8,,2,What was that the movers would break feared by the family?,,30,filler,9122,
3106,List 8,2,3,9322,,8,,4,Next week seems that Juan will be in town.,,31,filler,9322,
3106,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
3106,List 8,2,3,9312,,8,,6,William planned himself to write a novel.,,33,filler,9312,
3106,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
3106,List 8,2,5,9512,,8,,6,They all have finished and they have all done so efficiently.,,35,filler,9512,
3106,List 8,2,,5,long,8,,4,What did the manager make the claim that the assistant copied?,isl,36,test,54,
3106,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
3106,List 8,3,4,9411,,8,,5,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3106,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3106,List 8,3,,4,long,8,,6,What did the teacher claim that the student read?,nonisl,40,test,43,
3106,List 8,3,4,9421,,8,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3106,List 8,3,3,9311,,8,,5,John tried himself to win.,,42,filler,9311,
3106,List 8,3,,3,short,8,,7,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
3106,List 8,3,1,9121,,8,,5,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3106,List 8,3,3,9321,,8,,3,Yesterday seemed that John left.,,45,filler,9321,
3106,List 8,3,,2,short,8,,7,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
3106,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
3106,List 8,3,2,9211,,8,,4,To the neighbors about the noise the old man complained.,,48,filler,9211,
3106,List 8,3,5,9511,,8,,6,They all have left and they have all done so deliberately.,,49,filler,9511,
3106,List 8,3,,1,long,8,,3,What did the waiter make the claim that the chef burned?,isl,50,test,14,
3106,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
3106,List 8,4,5,9514,,8,,6,They all have studied and they have all done so effectively.,,52,filler,9514,
3106,List 8,4,,16,long,8,,7,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
3106,List 8,4,1,9124,,8,,2,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3106,List 8,4,3,9314,,8,,5,Patricia agreed herself to host the party.,,55,filler,9314,
3106,List 8,4,,15,short,8,,7,Who made the claim that the patient contracted the disease?,isl,56,test,152,
3106,List 8,4,4,9414,,8,,5,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3106,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
3106,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3106,List 8,4,,14,short,8,,7,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
3106,List 8,4,2,9214,,8,,3,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3106,List 8,4,4,9424,,8,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3106,List 8,4,,13,long,8,,3,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
3106,List 8,4,3,9324,,8,,5,Next week appears that the strikers will be back to work.,,64,filler,9324,
3106,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3106,List 8,,,,,,665f4f3ac8a2a5677403972c,,,,,,,
2996,List 8,0,7,1007,,8,,5,She was the winner.,,1,practice,1007,
2996,List 8,0,1,1001,,8,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
2996,List 8,0,4,1004,,8,,1,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2996,List 8,0,6,1006,,8,,4,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2996,List 8,0,2,1002,,8,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2996,List 8,0,5,1005,,8,,4,All the men seem to have all eaten supper.,,6,practice,1005,
2996,List 8,0,3,1003,,8,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
2996,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2996,List 8,0,1,1009,,8,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
2996,List 8,1,4,9423,,8,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
2996,List 8,1,,12,long,8,,6,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
2996,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
2996,List 8,1,2,9213,,8,,1,With the generals about a new approach the President talked.,,13,filler,9213,
2996,List 8,1,3,9323,,8,,4,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
2996,List 8,1,,11,short,8,,6,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
2996,List 8,1,7,9713,,8,,6,Vivian attempted to write stories.,,16,filler,9713,
2996,List 8,1,4,9413,,8,,3,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
2996,List 8,1,3,9313,,8,,4,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
2996,List 8,1,,10,short,8,,5,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
2996,List 8,1,1,9113,,8,,2,The hedges were trimmed the hedges.,,20,filler,9113,
2996,List 8,1,,9,long,8,,2,What did the soldier make the claim that the general ordered?,isl,21,test,94,
2996,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
2996,List 8,1,5,9513,,8,,4,They all have helped and they have all done so generously.,,23,filler,9513,
2996,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
2996,List 8,2,,8,long,8,,7,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
2996,List 8,2,2,9212,,8,,1,To the professor about my grade I talked.,,26,filler,9212,
2996,List 8,2,4,9422,,8,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2996,List 8,2,,7,short,8,,6,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
2996,List 8,2,4,9412,,8,,5,"If Kelly might have time, she will do it.",,29,filler,9412,
2996,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
2996,List 8,2,3,9322,,8,,2,Next week seems that Juan will be in town.,,31,filler,9322,
2996,List 8,2,,6,short,8,,6,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
2996,List 8,2,3,9312,,8,,1,William planned himself to write a novel.,,33,filler,9312,
2996,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
2996,List 8,2,5,9512,,8,,5,They all have finished and they have all done so efficiently.,,35,filler,9512,
2996,List 8,2,,5,long,8,,2,What did the manager make the claim that the assistant copied?,isl,36,test,54,
2996,List 8,2,7,9712,,8,,5,Brittany attempted to touch the porcupine.,,37,filler,9712,
2996,List 8,3,4,9411,,8,,1,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
2996,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
2996,List 8,3,,4,long,8,,2,What did the teacher claim that the student read?,nonisl,40,test,43,
2996,List 8,3,4,9421,,8,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
2996,List 8,3,3,9311,,8,,1,John tried himself to win.,,42,filler,9311,
2996,List 8,3,,3,short,8,,6,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
2996,List 8,3,1,9121,,8,,4,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
2996,List 8,3,3,9321,,8,,1,Yesterday seemed that John left.,,45,filler,9321,
2996,List 8,3,,2,short,8,,5,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
2996,List 8,3,7,9711,,8,,5,Kerry attempted to study physics.,,47,filler,9711,
2996,List 8,3,2,9211,,8,,3,To the neighbors about the noise the old man complained.,,48,filler,9211,
2996,List 8,3,5,9511,,8,,3,They all have left and they have all done so deliberately.,,49,filler,9511,
2996,List 8,3,,1,long,8,,4,What did the waiter make the claim that the chef burned?,isl,50,test,14,
2996,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
2996,List 8,4,5,9514,,8,,5,They all have studied and they have all done so effectively.,,52,filler,9514,
2996,List 8,4,,16,long,8,,7,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
2996,List 8,4,1,9124,,8,,3,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
2996,List 8,4,3,9314,,8,,2,Patricia agreed herself to host the party.,,55,filler,9314,
2996,List 8,4,,15,short,8,,6,Who made the claim that the patient contracted the disease?,isl,56,test,152,
2996,List 8,4,4,9414,,8,,1,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
2996,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
2996,List 8,4,7,9714,,8,,6,Tommy attempted to take a picture.,,59,filler,9714,
2996,List 8,4,,14,short,8,,6,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
2996,List 8,4,2,9214,,8,,1,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
2996,List 8,4,4,9424,,8,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
2996,List 8,4,,13,long,8,,4,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
2996,List 8,4,3,9324,,8,,2,Next week appears that the strikers will be back to work.,,64,filler,9324,
2996,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
2996,List 8,,,,,,65c10d28b92d9bdc7e28a9ae,,,,,,,
2980,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
2980,List 8,0,1,1001,,8,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
2980,List 8,0,4,1004,,8,,3,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2980,List 8,0,6,1006,,8,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2980,List 8,0,2,1002,,8,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2980,List 8,0,5,1005,,8,,4,All the men seem to have all eaten supper.,,6,practice,1005,
2980,List 8,0,3,1003,,8,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
2980,List 8,0,7,1008,,8,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
2980,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
2980,List 8,1,4,9423,,8,,4,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
2980,List 8,1,,12,long,8,,6,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
2980,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
2980,List 8,1,2,9213,,8,,2,With the generals about a new approach the President talked.,,13,filler,9213,
2980,List 8,1,3,9323,,8,,4,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
2980,List 8,1,,11,short,8,,7,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
2980,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
2980,List 8,1,4,9413,,8,,2,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
2980,List 8,1,3,9313,,8,,4,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
2980,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
2980,List 8,1,1,9113,,8,,1,The hedges were trimmed the hedges.,,20,filler,9113,
2980,List 8,1,,9,long,8,,1,What did the soldier make the claim that the general ordered?,isl,21,test,94,
2980,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
2980,List 8,1,5,9513,,8,,5,They all have helped and they have all done so generously.,,23,filler,9513,
2980,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
2980,List 8,2,,8,long,8,,6,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
2980,List 8,2,2,9212,,8,,1,To the professor about my grade I talked.,,26,filler,9212,
2980,List 8,2,4,9422,,8,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2980,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
2980,List 8,2,4,9412,,8,,4,"If Kelly might have time, she will do it.",,29,filler,9412,
2980,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
2980,List 8,2,3,9322,,8,,3,Next week seems that Juan will be in town.,,31,filler,9322,
2980,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
2980,List 8,2,3,9312,,8,,3,William planned himself to write a novel.,,33,filler,9312,
2980,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
2980,List 8,2,5,9512,,8,,5,They all have finished and they have all done so efficiently.,,35,filler,9512,
2980,List 8,2,,5,long,8,,4,What did the manager make the claim that the assistant copied?,isl,36,test,54,
2980,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
2980,List 8,3,4,9411,,8,,2,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
2980,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
2980,List 8,3,,4,long,8,,6,What did the teacher claim that the student read?,nonisl,40,test,43,
2980,List 8,3,4,9421,,8,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
2980,List 8,3,3,9311,,8,,5,John tried himself to win.,,42,filler,9311,
2980,List 8,3,,3,short,8,,7,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
2980,List 8,3,1,9121,,8,,1,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
2980,List 8,3,3,9321,,8,,3,Yesterday seemed that John left.,,45,filler,9321,
2980,List 8,3,,2,short,8,,7,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
2980,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
2980,List 8,3,2,9211,,8,,2,To the neighbors about the noise the old man complained.,,48,filler,9211,
2980,List 8,3,5,9511,,8,,4,They all have left and they have all done so deliberately.,,49,filler,9511,
2980,List 8,3,,1,long,8,,3,What did the waiter make the claim that the chef burned?,isl,50,test,14,
2980,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
2980,List 8,4,5,9514,,8,,4,They all have studied and they have all done so effectively.,,52,filler,9514,
2980,List 8,4,,16,long,8,,5,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
2980,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
2980,List 8,4,3,9314,,8,,3,Patricia agreed herself to host the party.,,55,filler,9314,
2980,List 8,4,,15,short,8,,7,Who made the claim that the patient contracted the disease?,isl,56,test,152,
2980,List 8,4,4,9414,,8,,4,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
2980,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
2980,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
2980,List 8,4,,14,short,8,,7,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
2980,List 8,4,2,9214,,8,,1,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
2980,List 8,4,4,9424,,8,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
2980,List 8,4,,13,long,8,,3,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
2980,List 8,4,3,9324,,8,,4,Next week appears that the strikers will be back to work.,,64,filler,9324,
2980,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
2980,List 8,,,,,,5ff37fcafef4d1958f4ac4a3,,,,,,,
2836,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
2836,List 8,0,1,1001,,8,,4,"Promise to wash, Neal did the car.",,2,practice,1001,
2836,List 8,0,4,1004,,8,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2836,List 8,0,6,1006,,8,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2836,List 8,0,2,1002,,8,,5,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2836,List 8,0,5,1005,,8,,6,All the men seem to have all eaten supper.,,6,practice,1005,
2836,List 8,0,3,1003,,8,,6,They consider a teacher of Chris geeky.,,7,practice,1003,
2836,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2836,List 8,0,1,1009,,8,,4,There might mice seem to be in the cupboard.,,9,practice,1009,
2836,List 8,1,4,9423,,8,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
2836,List 8,1,,12,long,8,,7,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
2836,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
2836,List 8,1,2,9213,,8,,4,With the generals about a new approach the President talked.,,13,filler,9213,
2836,List 8,1,3,9323,,8,,4,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
2836,List 8,1,,11,short,8,,7,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
2836,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
2836,List 8,1,4,9413,,8,,4,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
2836,List 8,1,3,9313,,8,,5,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
2836,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
2836,List 8,1,1,9113,,8,,4,The hedges were trimmed the hedges.,,20,filler,9113,
2836,List 8,1,,9,long,8,,2,What did the soldier make the claim that the general ordered?,isl,21,test,94,
2836,List 8,1,1,9123,,8,,2,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
2836,List 8,1,5,9513,,8,,7,They all have helped and they have all done so generously.,,23,filler,9513,
2836,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
2836,List 8,2,,8,long,8,,7,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
2836,List 8,2,2,9212,,8,,4,To the professor about my grade I talked.,,26,filler,9212,
2836,List 8,2,4,9422,,8,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2836,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
