workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
3659,List 3,3,1,9111,,3,,4,John was kissed John.,,38,filler,9111,
3659,List 3,3,,1,long,3,,6,Who did the announcer think would interrupt the big game?,nonisl,39,test,13,
3659,List 3,3,5,9511,,3,,5,They all have left and they have all done so deliberately.,,40,filler,9511,
3659,List 3,3,2,9211,,3,,3,To the neighbors about the noise the old man complained.,,41,filler,9211,
3659,List 3,3,7,9711,,3,,6,Kerry attempted to study physics.,,42,filler,9711,
3659,List 3,3,,2,long,3,,3,Who did the critic think a movie by would win the Oscar for best picture?,isl,43,test,24,
3659,List 3,3,3,9321,,3,,3,Yesterday seemed that John left.,,44,filler,9321,
3659,List 3,3,1,9121,,3,,3,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3659,List 3,3,,3,short,3,,6,Who thought the famous doctor would modify the procedure?,nonisl,46,test,31,
3659,List 3,3,3,9311,,3,,2,John tried himself to win.,,47,filler,9311,
3659,List 3,3,4,9421,,3,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3659,List 3,3,,4,short,3,,6,Who thought a performance by the champion gymnast would impress the judges?,isl,49,test,42,
3659,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3659,List 3,3,4,9411,,3,,6,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3659,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3659,List 3,4,,5,long,3,,4,Who did the diplomat think would worry the UN delegation?,nonisl,53,test,53,
3659,List 3,4,5,9512,,3,,5,They all have finished and they have all done so efficiently.,,54,filler,9512,
3659,List 3,4,1,9112,,3,,3,The money was stolen the money.,,55,filler,9112,
3659,List 3,4,3,9312,,3,,4,William planned himself to write a novel.,,56,filler,9312,
3659,List 3,4,,6,long,3,,5,Who did the officer think a search for would embarrass the FBI?,isl,57,test,64,
3659,List 3,4,3,9322,,3,,4,Next week seems that Juan will be in town.,,58,filler,9322,
3659,List 3,4,1,9122,,3,,3,What was that the movers would break feared by the family?,,59,filler,9122,
3659,List 3,4,4,9412,,3,,4,"If Kelly might have time, she will do it.",,60,filler,9412,
3659,List 3,4,,7,short,3,,5,Who thought the senate candidate would mispronounce the name?,nonisl,61,test,71,
3659,List 3,4,4,9422,,3,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3659,List 3,4,2,9212,,3,,3,To the professor about my grade I talked.,,63,filler,9212,
3659,List 3,4,,8,short,3,,4,Who thought a question for the reclusive actor would intrigue the fans?,isl,64,test,82,
3659,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3659,List 3,,,,,,5da2797f2e89480012ef40cb,,,,,,,
3643,List 3,0,7,1007,,3,,6,She was the winner.,,1,practice,1007,
3643,List 3,0,1,1001,,3,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3643,List 3,0,4,1004,,3,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3643,List 3,0,6,1006,,3,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3643,List 3,0,2,1002,,3,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3643,List 3,0,5,1005,,3,,3,All the men seem to have all eaten supper.,,6,practice,1005,
3643,List 3,0,3,1003,,3,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3643,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3643,List 3,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3643,List 3,1,5,9513,,3,,4,They all have helped and they have all done so generously.,,10,filler,9513,
3643,List 3,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3643,List 3,1,,9,long,3,,6,Who did the dancer think would promote the ballet company?,nonisl,12,test,93,
3643,List 3,1,1,9113,,3,,1,The hedges were trimmed the hedges.,,13,filler,9113,
3643,List 3,1,,10,long,3,,3,Who did the lawyer think a conversation with would complicate the lawsuit?,isl,14,test,104,
3643,List 3,1,3,9313,,3,,3,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3643,List 3,1,4,9413,,3,,4,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3643,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3643,List 3,1,,11,short,3,,7,Who thought the fickle millionaire would delay the campaign rally?,nonisl,18,test,111,
3643,List 3,1,3,9323,,3,,4,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3643,List 3,1,2,9213,,3,,2,With the generals about a new approach the President talked.,,20,filler,9213,
3643,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3643,List 3,1,,12,short,3,,6,Who thought an exchange with the aggressive prosecutor would disrupt the trial?,isl,22,test,122,
3643,List 3,1,4,9423,,3,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3643,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
3643,List 3,2,3,9324,,3,,3,Next week appears that the strikers will be back to work.,,25,filler,9324,
3643,List 3,2,,13,long,3,,4,Who did the reporter think would criticize the newspaper's employees?,nonisl,26,test,133,
3643,List 3,2,4,9424,,3,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3643,List 3,2,2,9214,,3,,2,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3643,List 3,2,,14,long,3,,1,Who did the teacher think a letter from would motivate the students?,isl,29,test,144,
3643,List 3,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
3643,List 3,2,1,9114,,3,,2,Tommy was punished Tommy.,,31,filler,9114,
3643,List 3,2,4,9414,,3,,4,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3643,List 3,2,,15,short,3,,6,Who thought the elderly patient would require further tests?,nonisl,33,test,151,
3643,List 3,2,3,9314,,3,,4,Patricia agreed herself to host the party.,,34,filler,9314,
3643,List 3,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3643,List 3,2,,16,short,3,,6,Who thought a donation from the foreign corporation would violate campaign finance laws?,isl,36,test,162,
3643,List 3,2,5,9514,,3,,5,They all have studied and they have all done so effectively.,,37,filler,9514,
3643,List 3,3,1,9111,,3,,1,John was kissed John.,,38,filler,9111,
3643,List 3,3,,1,long,3,,6,Who did the announcer think would interrupt the big game?,nonisl,39,test,13,
3643,List 3,3,5,9511,,3,,5,They all have left and they have all done so deliberately.,,40,filler,9511,
3643,List 3,3,2,9211,,3,,4,To the neighbors about the noise the old man complained.,,41,filler,9211,
3643,List 3,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
3643,List 3,3,,2,long,3,,1,Who did the critic think a movie by would win the Oscar for best picture?,isl,43,test,24,
3643,List 3,3,3,9321,,3,,3,Yesterday seemed that John left.,,44,filler,9321,
3643,List 3,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3643,List 3,3,,3,short,3,,5,Who thought the famous doctor would modify the procedure?,nonisl,46,test,31,
3643,List 3,3,3,9311,,3,,4,John tried himself to win.,,47,filler,9311,
3643,List 3,3,4,9421,,3,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3643,List 3,3,,4,short,3,,6,Who thought a performance by the champion gymnast would impress the judges?,isl,49,test,42,
3643,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3643,List 3,3,4,9411,,3,,4,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3643,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3643,List 3,4,,5,long,3,,5,Who did the diplomat think would worry the UN delegation?,nonisl,53,test,53,
3643,List 3,4,5,9512,,3,,4,They all have finished and they have all done so efficiently.,,54,filler,9512,
3643,List 3,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
3643,List 3,4,3,9312,,3,,4,William planned himself to write a novel.,,56,filler,9312,
3643,List 3,4,,6,long,3,,3,Who did the officer think a search for would embarrass the FBI?,isl,57,test,64,
3643,List 3,4,3,9322,,3,,4,Next week seems that Juan will be in town.,,58,filler,9322,
3643,List 3,4,1,9122,,3,,1,What was that the movers would break feared by the family?,,59,filler,9122,
3643,List 3,4,4,9412,,3,,3,"If Kelly might have time, she will do it.",,60,filler,9412,
3643,List 3,4,,7,short,3,,5,Who thought the senate candidate would mispronounce the name?,nonisl,61,test,71,
3643,List 3,4,4,9422,,3,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3643,List 3,4,2,9212,,3,,4,To the professor about my grade I talked.,,63,filler,9212,
3643,List 3,4,,8,short,3,,5,Who thought a question for the reclusive actor would intrigue the fans?,isl,64,test,82,
3643,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3643,List 3,,,,,,65030c934b75df5103647253,,,,,,,
3723,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3723,List 3,0,1,1001,,3,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3723,List 3,0,4,1004,,3,,2,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3723,List 3,0,6,1006,,3,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3723,List 3,0,2,1002,,3,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3723,List 3,0,5,1005,,3,,4,All the men seem to have all eaten supper.,,6,practice,1005,
3723,List 3,0,3,1003,,3,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3723,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3723,List 3,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3723,List 3,1,5,9513,,3,,7,They all have helped and they have all done so generously.,,10,filler,9513,
3723,List 3,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3723,List 3,1,,9,long,3,,7,Who did the dancer think would promote the ballet company?,nonisl,12,test,93,
3723,List 3,1,1,9113,,3,,1,The hedges were trimmed the hedges.,,13,filler,9113,
3723,List 3,1,,10,long,3,,4,Who did the lawyer think a conversation with would complicate the lawsuit?,isl,14,test,104,
3723,List 3,1,3,9313,,3,,4,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3723,List 3,1,4,9413,,3,,2,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3723,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3723,List 3,1,,11,short,3,,7,Who thought the fickle millionaire would delay the campaign rally?,nonisl,18,test,111,
3723,List 3,1,3,9323,,3,,4,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3723,List 3,1,2,9213,,3,,3,With the generals about a new approach the President talked.,,20,filler,9213,
3723,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3723,List 3,1,,12,short,3,,7,Who thought an exchange with the aggressive prosecutor would disrupt the trial?,isl,22,test,122,
3723,List 3,1,4,9423,,3,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3723,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
3723,List 3,2,3,9324,,3,,7,Next week appears that the strikers will be back to work.,,25,filler,9324,
3723,List 3,2,,13,long,3,,7,Who did the reporter think would criticize the newspaper's employees?,nonisl,26,test,133,
3723,List 3,2,4,9424,,3,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3723,List 3,2,2,9214,,3,,2,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3723,List 3,2,,14,long,3,,5,Who did the teacher think a letter from would motivate the students?,isl,29,test,144,
3723,List 3,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
3723,List 3,2,1,9114,,3,,1,Tommy was punished Tommy.,,31,filler,9114,
3723,List 3,2,4,9414,,3,,4,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3723,List 3,2,,15,short,3,,7,Who thought the elderly patient would require further tests?,nonisl,33,test,151,
3723,List 3,2,3,9314,,3,,5,Patricia agreed herself to host the party.,,34,filler,9314,
3723,List 3,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3723,List 3,2,,16,short,3,,7,Who thought a donation from the foreign corporation would violate campaign finance laws?,isl,36,test,162,
3723,List 3,2,5,9514,,3,,7,They all have studied and they have all done so effectively.,,37,filler,9514,
3723,List 3,3,1,9111,,3,,2,John was kissed John.,,38,filler,9111,
3723,List 3,3,,1,long,3,,7,Who did the announcer think would interrupt the big game?,nonisl,39,test,13,
3723,List 3,3,5,9511,,3,,7,They all have left and they have all done so deliberately.,,40,filler,9511,
3723,List 3,3,2,9211,,3,,4,To the neighbors about the noise the old man complained.,,41,filler,9211,
3723,List 3,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
3723,List 3,3,,2,long,3,,2,Who did the critic think a movie by would win the Oscar for best picture?,isl,43,test,24,
3723,List 3,3,3,9321,,3,,1,Yesterday seemed that John left.,,44,filler,9321,
3723,List 3,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3723,List 3,3,,3,short,3,,7,Who thought the famous doctor would modify the procedure?,nonisl,46,test,31,
3723,List 3,3,3,9311,,3,,7,John tried himself to win.,,47,filler,9311,
3723,List 3,3,4,9421,,3,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3723,List 3,3,,4,short,3,,7,Who thought a performance by the champion gymnast would impress the judges?,isl,49,test,42,
3723,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3723,List 3,3,4,9411,,3,,7,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3723,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3723,List 3,4,,5,long,3,,6,Who did the diplomat think would worry the UN delegation?,nonisl,53,test,53,
3723,List 3,4,5,9512,,3,,7,They all have finished and they have all done so efficiently.,,54,filler,9512,
3723,List 3,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
3723,List 3,4,3,9312,,3,,7,William planned himself to write a novel.,,56,filler,9312,
3723,List 3,4,,6,long,3,,6,Who did the officer think a search for would embarrass the FBI?,isl,57,test,64,
3723,List 3,4,3,9322,,3,,3,Next week seems that Juan will be in town.,,58,filler,9322,
3723,List 3,4,1,9122,,3,,2,What was that the movers would break feared by the family?,,59,filler,9122,
3723,List 3,4,4,9412,,3,,2,"If Kelly might have time, she will do it.",,60,filler,9412,
3723,List 3,4,,7,short,3,,7,Who thought the senate candidate would mispronounce the name?,nonisl,61,test,71,
3723,List 3,4,4,9422,,3,,3,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3723,List 3,4,2,9212,,3,,1,To the professor about my grade I talked.,,63,filler,9212,
3723,List 3,4,,8,short,3,,7,Who thought a question for the reclusive actor would intrigue the fans?,isl,64,test,82,
3723,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3723,List 3,,,,,,66c63737c154a2e8d07e4a64,,,,,,,
3868,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3868,List 3,0,1,1001,,3,,4,"Promise to wash, Neal did the car.",,2,practice,1001,
3868,List 3,0,4,1004,,3,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3868,List 3,0,6,1006,,3,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3868,List 3,0,2,1002,,3,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3868,List 3,0,5,1005,,3,,4,All the men seem to have all eaten supper.,,6,practice,1005,
3868,List 3,0,3,1003,,3,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
3868,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3868,List 3,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3868,List 3,1,5,9513,,3,,7,They all have helped and they have all done so generously.,,10,filler,9513,
3868,List 3,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3868,List 3,1,,9,long,3,,7,Who did the dancer think would promote the ballet company?,nonisl,12,test,93,
3868,List 3,1,1,9113,,3,,1,The hedges were trimmed the hedges.,,13,filler,9113,
3868,List 3,1,,10,long,3,,1,Who did the lawyer think a conversation with would complicate the lawsuit?,isl,14,test,104,
3868,List 3,1,3,9313,,3,,1,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3868,List 3,1,4,9413,,3,,4,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3868,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3868,List 3,1,,11,short,3,,7,Who thought the fickle millionaire would delay the campaign rally?,nonisl,18,test,111,
3868,List 3,1,3,9323,,3,,2,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3868,List 3,1,2,9213,,3,,1,With the generals about a new approach the President talked.,,20,filler,9213,
3868,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3868,List 3,1,,12,short,3,,7,Who thought an exchange with the aggressive prosecutor would disrupt the trial?,isl,22,test,122,
3868,List 3,1,4,9423,,3,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3868,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
3868,List 3,2,3,9324,,3,,3,Next week appears that the strikers will be back to work.,,25,filler,9324,
3868,List 3,2,,13,long,3,,7,Who did the reporter think would criticize the newspaper's employees?,nonisl,26,test,133,
3868,List 3,2,4,9424,,3,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
3868,List 3,2,2,9214,,3,,1,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
3868,List 3,2,,14,long,3,,1,Who did the teacher think a letter from would motivate the students?,isl,29,test,144,
3868,List 3,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
3868,List 3,2,1,9114,,3,,3,Tommy was punished Tommy.,,31,filler,9114,
3868,List 3,2,4,9414,,3,,1,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
3868,List 3,2,,15,short,3,,7,Who thought the elderly patient would require further tests?,nonisl,33,test,151,
3868,List 3,2,3,9314,,3,,2,Patricia agreed herself to host the party.,,34,filler,9314,
3868,List 3,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
3868,List 3,2,,16,short,3,,7,Who thought a donation from the foreign corporation would violate campaign finance laws?,isl,36,test,162,
3868,List 3,2,5,9514,,3,,7,They all have studied and they have all done so effectively.,,37,filler,9514,
3868,List 3,3,1,9111,,3,,5,John was kissed John.,,38,filler,9111,
3868,List 3,3,,1,long,3,,7,Who did the announcer think would interrupt the big game?,nonisl,39,test,13,
3868,List 3,3,5,9511,,3,,7,They all have left and they have all done so deliberately.,,40,filler,9511,
3868,List 3,3,2,9211,,3,,1,To the neighbors about the noise the old man complained.,,41,filler,9211,
3868,List 3,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
3868,List 3,3,,2,long,3,,1,Who did the critic think a movie by would win the Oscar for best picture?,isl,43,test,24,
3868,List 3,3,3,9321,,3,,1,Yesterday seemed that John left.,,44,filler,9321,
3868,List 3,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
3868,List 3,3,,3,short,3,,7,Who thought the famous doctor would modify the procedure?,nonisl,46,test,31,
3868,List 3,3,3,9311,,3,,4,John tried himself to win.,,47,filler,9311,
3868,List 3,3,4,9421,,3,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
3868,List 3,3,,4,short,3,,7,Who thought a performance by the champion gymnast would impress the judges?,isl,49,test,42,
3868,List 3,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
3868,List 3,3,4,9411,,3,,5,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
3868,List 3,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
3868,List 3,4,,5,long,3,,5,Who did the diplomat think would worry the UN delegation?,nonisl,53,test,53,
3868,List 3,4,5,9512,,3,,7,They all have finished and they have all done so efficiently.,,54,filler,9512,
3868,List 3,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
3868,List 3,4,3,9312,,3,,5,William planned himself to write a novel.,,56,filler,9312,
3868,List 3,4,,6,long,3,,1,Who did the officer think a search for would embarrass the FBI?,isl,57,test,64,
3868,List 3,4,3,9322,,3,,4,Next week seems that Juan will be in town.,,58,filler,9322,
3868,List 3,4,1,9122,,3,,1,What was that the movers would break feared by the family?,,59,filler,9122,
3868,List 3,4,4,9412,,3,,2,"If Kelly might have time, she will do it.",,60,filler,9412,
3868,List 3,4,,7,short,3,,7,Who thought the senate candidate would mispronounce the name?,nonisl,61,test,71,
3868,List 3,4,4,9422,,3,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
3868,List 3,4,2,9212,,3,,1,To the professor about my grade I talked.,,63,filler,9212,
3868,List 3,4,,8,short,3,,7,Who thought a question for the reclusive actor would intrigue the fans?,isl,64,test,82,
3868,List 3,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
3868,List 3,,,,,,66312fa292186e749f0e905a,,,,,,,
3611,List 3,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
3611,List 3,0,1,1001,,3,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
3611,List 3,0,4,1004,,3,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3611,List 3,0,6,1006,,3,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3611,List 3,0,2,1002,,3,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3611,List 3,0,5,1005,,3,,5,All the men seem to have all eaten supper.,,6,practice,1005,
3611,List 3,0,3,1003,,3,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
3611,List 3,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3611,List 3,0,1,1009,,3,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
3611,List 3,1,5,9513,,3,,6,They all have helped and they have all done so generously.,,10,filler,9513,
3611,List 3,1,1,9123,,3,,3,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
3611,List 3,1,,9,long,3,,5,Who did the dancer think would promote the ballet company?,nonisl,12,test,93,
3611,List 3,1,1,9113,,3,,2,The hedges were trimmed the hedges.,,13,filler,9113,
3611,List 3,1,,10,long,3,,1,Who did the lawyer think a conversation with would complicate the lawsuit?,isl,14,test,104,
3611,List 3,1,3,9313,,3,,6,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
3611,List 3,1,4,9413,,3,,5,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
3611,List 3,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
3611,List 3,1,,11,short,3,,7,Who thought the fickle millionaire would delay the campaign rally?,nonisl,18,test,111,
3611,List 3,1,3,9323,,3,,6,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
3611,List 3,1,2,9213,,3,,2,With the generals about a new approach the President talked.,,20,filler,9213,
3611,List 3,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
3611,List 3,1,,12,short,3,,7,Who thought an exchange with the aggressive prosecutor would disrupt the trial?,isl,22,test,122,
3611,List 3,1,4,9423,,3,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
3611,List 3,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
