workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
819,List 3,,1,,12,short,3,,6,Who wondered whether the politician ignored the recommendation?,isl,22,test,122,
819,List 3,,1,4,9423,,3,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
819,List 3,,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
819,List 3,,2,3,9324,,3,,7,Next week appears that the strikers will be back to work.,,25,filler,9324,
819,List 3,,2,,13,long,3,,7,What did the prosecutor think that the judge overruled?,nonisl,26,test,133,
819,List 3,,2,4,9424,,3,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
819,List 3,,2,2,9214,,3,,4,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
819,List 3,,2,,14,long,3,,2,What did the carpenter wonder whether the architect modified?,isl,29,test,144,
819,List 3,,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
819,List 3,,2,1,9114,,3,,1,Tommy was punished Tommy.,,31,filler,9114,
819,List 3,,2,4,9414,,3,,5,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
819,List 3,,2,,15,short,3,,5,Who thought that the patient contracted the disease?,nonisl,33,test,151,
819,List 3,,2,3,9314,,3,,3,Patricia agreed herself to host the party.,,34,filler,9314,
819,List 3,,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
819,List 3,,2,,16,short,3,,5,Who wondered whether the customer ordered the drink?,isl,36,test,162,
819,List 3,,2,5,9514,,3,,6,They all have studied and they have all done so effectively.,,37,filler,9514,
819,List 3,Accept the raise but tell him that my co-worker contributed greatly.,,,,,,,,,,,,,
819,List 3,,3,1,9111,,3,,1,John was kissed John.,,38,filler,9111,
819,List 3,,3,,1,long,3,,7,What did the waiter think that the chef burned?,nonisl,39,test,13,
819,List 3,,3,5,9511,,3,,5,They all have left and they have all done so deliberately.,,40,filler,9511,
819,List 3,,3,2,9211,,3,,2,To the neighbors about the noise the old man complained.,,41,filler,9211,
819,List 3,,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
819,List 3,,3,,2,long,3,,5,What did the landlord wonder whether the tenant repainted?,isl,43,test,24,
819,List 3,,3,3,9321,,3,,1,Yesterday seemed that John left.,,44,filler,9321,
819,List 3,,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
819,List 3,,3,,3,short,3,,7,Who thought that the gymnast practiced the routine?,nonisl,46,test,31,
819,List 3,,3,3,9311,,3,,5,John tried himself to win.,,47,filler,9311,
819,List 3,,3,4,9421,,3,,3,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
819,List 3,,3,,4,short,3,,6,Who wondered whether the student read the book?,isl,49,test,42,
819,List 3,,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
819,List 3,,3,4,9411,,3,,5,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
819,List 3,,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
819,List 3,,4,,5,long,3,,7,What did the manager think that the assistant copied?,nonisl,53,test,53,
819,List 3,,4,5,9512,,3,,7,They all have finished and they have all done so efficiently.,,54,filler,9512,
819,List 3,,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
819,List 3,,4,3,9312,,3,,5,William planned himself to write a novel.,,56,filler,9312,
819,List 3,,4,,6,long,3,,2,What did the detective wonder whether the suspect stole?,isl,57,test,64,
819,List 3,,4,3,9322,,3,,5,Next week seems that Juan will be in town.,,58,filler,9322,
819,List 3,,4,1,9122,,3,,1,What was that the movers would break feared by the family?,,59,filler,9122,
819,List 3,,4,4,9412,,3,,2,"If Kelly might have time, she will do it.",,60,filler,9412,
819,List 3,,4,,7,short,3,,1,Who thought that the guard intercepted the shipment?,nonisl,61,test,71,
819,List 3,,4,4,9422,,3,,2,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
819,List 3,,4,2,9212,,3,,2,To the professor about my grade I talked.,,63,filler,9212,
819,List 3,,4,,8,short,3,,6,Who wondered whether the reporter plagiarized the article?,isl,64,test,82,
819,List 3,,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
819,List 3,,,,,,,65cb73de6c90b1640121f7b5,,,,,,,
1051,List 3,,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
1051,List 3,,0,1,1001,,3,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
1051,List 3,,0,4,1004,,3,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1051,List 3,,0,6,1006,,3,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1051,List 3,,0,2,1002,,3,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1051,List 3,,0,5,1005,,3,,5,All the men seem to have all eaten supper.,,6,practice,1005,
1051,List 3,,0,3,1003,,3,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
1051,List 3,,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1051,List 3,,0,1,1009,,3,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
1051,List 3,,1,5,9513,,3,,6,They all have helped and they have all done so generously.,,10,filler,9513,
1051,List 3,,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
1051,List 3,,1,,9,long,3,,2,What did the soldier think that the general ordered?,nonisl,12,test,93,
1051,List 3,,1,1,9113,,3,,5,The hedges were trimmed the hedges.,,13,filler,9113,
1051,List 3,,1,,10,long,3,,3,What did the nurse wonder whether the doctor prescribed?,isl,14,test,104,
1051,List 3,,1,3,9313,,3,,7,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
1051,List 3,,1,4,9413,,3,,7,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
1051,List 3,,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
1051,List 3,,1,,11,short,3,,5,Who thought that the babysitter washed the bottle?,nonisl,18,test,111,
1051,List 3,,1,3,9323,,3,,7,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
1051,List 3,,1,2,9213,,3,,5,With the generals about a new approach the President talked.,,20,filler,9213,
1051,List 3,,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
1051,List 3,,1,,12,short,3,,6,Who wondered whether the politician ignored the recommendation?,isl,22,test,122,
1051,List 3,,1,4,9423,,3,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
1051,List 3,,2,7,9724,,3,,6,I hate missing work.,,24,filler,9724,
1051,List 3,,2,3,9324,,3,,3,Next week appears that the strikers will be back to work.,,25,filler,9324,
1051,List 3,,2,,13,long,3,,7,What did the prosecutor think that the judge overruled?,nonisl,26,test,133,
1051,List 3,,2,4,9424,,3,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
1051,List 3,,2,2,9214,,3,,6,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
1051,List 3,,2,,14,long,3,,7,What did the carpenter wonder whether the architect modified?,isl,29,test,144,
1051,List 3,,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
1051,List 3,,2,1,9114,,3,,4,Tommy was punished Tommy.,,31,filler,9114,
1051,List 3,,2,4,9414,,3,,7,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
1051,List 3,,2,,15,short,3,,7,Who thought that the patient contracted the disease?,nonisl,33,test,151,
1051,List 3,,2,3,9314,,3,,7,Patricia agreed herself to host the party.,,34,filler,9314,
1051,List 3,,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
1051,List 3,,2,,16,short,3,,6,Who wondered whether the customer ordered the drink?,isl,36,test,162,
1051,List 3,,2,5,9514,,3,,7,They all have studied and they have all done so effectively.,,37,filler,9514,
1051,List 3,"Ask you if you the do the same project and take the raise
",,,,,,,,,,,,,
1051,List 3,,3,1,9111,,3,,1,John was kissed John.,,38,filler,9111,
1051,List 3,,3,,1,long,3,,7,What did the waiter think that the chef burned?,nonisl,39,test,13,
1051,List 3,,3,5,9511,,3,,7,They all have left and they have all done so deliberately.,,40,filler,9511,
1051,List 3,,3,2,9211,,3,,5,To the neighbors about the noise the old man complained.,,41,filler,9211,
1051,List 3,,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
1051,List 3,,3,,2,long,3,,6,What did the landlord wonder whether the tenant repainted?,isl,43,test,24,
1051,List 3,,3,3,9321,,3,,3,Yesterday seemed that John left.,,44,filler,9321,
1051,List 3,,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
1051,List 3,,3,,3,short,3,,7,Who thought that the gymnast practiced the routine?,nonisl,46,test,31,
1051,List 3,,3,3,9311,,3,,7,John tried himself to win.,,47,filler,9311,
1051,List 3,,3,4,9421,,3,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
1051,List 3,,3,,4,short,3,,5,Who wondered whether the student read the book?,isl,49,test,42,
1051,List 3,,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
1051,List 3,,3,4,9411,,3,,7,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
1051,List 3,,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
1051,List 3,,4,,5,long,3,,7,What did the manager think that the assistant copied?,nonisl,53,test,53,
1051,List 3,,4,5,9512,,3,,6,They all have finished and they have all done so efficiently.,,54,filler,9512,
1051,List 3,,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
1051,List 3,,4,3,9312,,3,,4,William planned himself to write a novel.,,56,filler,9312,
1051,List 3,,4,,6,long,3,,7,What did the detective wonder whether the suspect stole?,isl,57,test,64,
1051,List 3,,4,3,9322,,3,,6,Next week seems that Juan will be in town.,,58,filler,9322,
1051,List 3,,4,1,9122,,3,,5,What was that the movers would break feared by the family?,,59,filler,9122,
1051,List 3,,4,4,9412,,3,,7,"If Kelly might have time, she will do it.",,60,filler,9412,
1051,List 3,,4,,7,short,3,,7,Who thought that the guard intercepted the shipment?,nonisl,61,test,71,
1051,List 3,,4,4,9422,,3,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
1051,List 3,,4,2,9212,,3,,1,To the professor about my grade I talked.,,63,filler,9212,
1051,List 3,,4,,8,short,3,,7,Who wondered whether the reporter plagiarized the article?,isl,64,test,82,
1051,List 3,,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
1051,List 3,,,,,,,66b2bc8b6b7b52ee962eafd1,,,,,,,
1011,List 3,,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
1011,List 3,,0,1,1001,,3,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1011,List 3,,0,4,1004,,3,,3,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1011,List 3,,0,6,1006,,3,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1011,List 3,,0,2,1002,,3,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1011,List 3,,0,5,1005,,3,,7,All the men seem to have all eaten supper.,,6,practice,1005,
1011,List 3,,0,3,1003,,3,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1011,List 3,,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1011,List 3,,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1011,List 3,,1,5,9513,,3,,2,They all have helped and they have all done so generously.,,10,filler,9513,
1011,List 3,,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
1011,List 3,,1,,9,long,3,,4,What did the soldier think that the general ordered?,nonisl,12,test,93,
1011,List 3,,1,1,9113,,3,,1,The hedges were trimmed the hedges.,,13,filler,9113,
1011,List 3,,1,,10,long,3,,1,What did the nurse wonder whether the doctor prescribed?,isl,14,test,104,
1011,List 3,,1,3,9313,,3,,1,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
1011,List 3,,1,4,9413,,3,,2,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
1011,List 3,,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
1011,List 3,,1,,11,short,3,,4,Who thought that the babysitter washed the bottle?,nonisl,18,test,111,
1011,List 3,,1,3,9323,,3,,3,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
1011,List 3,,1,2,9213,,3,,1,With the generals about a new approach the President talked.,,20,filler,9213,
1011,List 3,,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
1011,List 3,,1,,12,short,3,,7,Who wondered whether the politician ignored the recommendation?,isl,22,test,122,
1011,List 3,,1,4,9423,,3,,3,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
1011,List 3,,2,7,9724,,3,,7,I hate missing work.,,24,filler,9724,
1011,List 3,,2,3,9324,,3,,3,Next week appears that the strikers will be back to work.,,25,filler,9324,
1011,List 3,,2,,13,long,3,,3,What did the prosecutor think that the judge overruled?,nonisl,26,test,133,
1011,List 3,,2,4,9424,,3,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,27,filler,9424,
1011,List 3,,2,2,9214,,3,,1,At your spouse on the phone you shouldn't yell.,,28,filler,9214,
1011,List 3,,2,,14,long,3,,2,What did the carpenter wonder whether the architect modified?,isl,29,test,144,
1011,List 3,,2,7,9714,,3,,7,Tommy attempted to take a picture.,,30,filler,9714,
1011,List 3,,2,1,9114,,3,,1,Tommy was punished Tommy.,,31,filler,9114,
1011,List 3,,2,4,9414,,3,,4,"If frankly you continue to argue, the boss will fire you.",,32,filler,9414,
1011,List 3,,2,,15,short,3,,7,Who thought that the patient contracted the disease?,nonisl,33,test,151,
1011,List 3,,2,3,9314,,3,,4,Patricia agreed herself to host the party.,,34,filler,9314,
1011,List 3,,2,1,9124,,3,,1,Who is that the jail must release accepted by few citizens?,,35,filler,9124,
1011,List 3,,2,,16,short,3,,4,Who wondered whether the customer ordered the drink?,isl,36,test,162,
1011,List 3,,2,5,9514,,3,,4,They all have studied and they have all done so effectively.,,37,filler,9514,
1011,List 3,"I would definitely not accept the raise, and instead tell the boss that my colleague did most of the work in said project. Then, I would suggest that the raise be given to them.",,,,,,,,,,,,,
1011,List 3,,3,1,9111,,3,,1,John was kissed John.,,38,filler,9111,
1011,List 3,,3,,1,long,3,,3,What did the waiter think that the chef burned?,nonisl,39,test,13,
1011,List 3,,3,5,9511,,3,,3,They all have left and they have all done so deliberately.,,40,filler,9511,
1011,List 3,,3,2,9211,,3,,1,To the neighbors about the noise the old man complained.,,41,filler,9211,
1011,List 3,,3,7,9711,,3,,7,Kerry attempted to study physics.,,42,filler,9711,
1011,List 3,,3,,2,long,3,,2,What did the landlord wonder whether the tenant repainted?,isl,43,test,24,
1011,List 3,,3,3,9321,,3,,1,Yesterday seemed that John left.,,44,filler,9321,
1011,List 3,,3,1,9121,,3,,1,Who was that the principal would fire expected by the reporters?,,45,filler,9121,
1011,List 3,,3,,3,short,3,,7,Who thought that the gymnast practiced the routine?,nonisl,46,test,31,
1011,List 3,,3,3,9311,,3,,1,John tried himself to win.,,47,filler,9311,
1011,List 3,,3,4,9421,,3,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,48,filler,9421,
1011,List 3,,3,,4,short,3,,4,Who wondered whether the student read the book?,isl,49,test,42,
1011,List 3,,3,7,9721,,3,,7,I hate eating sushi.,,50,filler,9721,
1011,List 3,,3,4,9411,,3,,4,"If frankly he's unable to cope, we'll have to replace him.",,51,filler,9411,
1011,List 3,,4,7,9712,,3,,7,Brittany attempted to touch the porcupine.,,52,filler,9712,
1011,List 3,,4,,5,long,3,,6,What did the manager think that the assistant copied?,nonisl,53,test,53,
1011,List 3,,4,5,9512,,3,,4,They all have finished and they have all done so efficiently.,,54,filler,9512,
1011,List 3,,4,1,9112,,3,,1,The money was stolen the money.,,55,filler,9112,
1011,List 3,,4,3,9312,,3,,1,William planned himself to write a novel.,,56,filler,9312,
1011,List 3,,4,,6,long,3,,2,What did the detective wonder whether the suspect stole?,isl,57,test,64,
1011,List 3,,4,3,9322,,3,,3,Next week seems that Juan will be in town.,,58,filler,9322,
1011,List 3,,4,1,9122,,3,,1,What was that the movers would break feared by the family?,,59,filler,9122,
1011,List 3,,4,4,9412,,3,,2,"If Kelly might have time, she will do it.",,60,filler,9412,
1011,List 3,,4,,7,short,3,,7,Who thought that the guard intercepted the shipment?,nonisl,61,test,71,
1011,List 3,,4,4,9422,,3,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,62,filler,9422,
1011,List 3,,4,2,9212,,3,,1,To the professor about my grade I talked.,,63,filler,9212,
1011,List 3,,4,,8,short,3,,7,Who wondered whether the reporter plagiarized the article?,isl,64,test,82,
1011,List 3,,4,7,9722,,3,,7,I like drinking milkshakes.,,65,filler,9722,
1011,List 3,,,,,,,63d3fb1e3808efad214cccf0,,,,,,,
915,List 3,,0,7,1007,,3,,7,She was the winner.,,1,practice,1007,
915,List 3,,0,1,1001,,3,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
915,List 3,,0,4,1004,,3,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
915,List 3,,0,6,1006,,3,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
915,List 3,,0,2,1002,,3,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
915,List 3,,0,5,1005,,3,,6,All the men seem to have all eaten supper.,,6,practice,1005,
915,List 3,,0,3,1003,,3,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
915,List 3,,0,7,1008,,3,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
915,List 3,,0,1,1009,,3,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
915,List 3,,1,5,9513,,3,,7,They all have helped and they have all done so generously.,,10,filler,9513,
915,List 3,,1,1,9123,,3,,1,Who was that Martians kidnapped believed by no one?,,11,filler,9123,
915,List 3,,1,,9,long,3,,7,What did the soldier think that the general ordered?,nonisl,12,test,93,
915,List 3,,1,1,9113,,3,,1,The hedges were trimmed the hedges.,,13,filler,9113,
915,List 3,,1,,10,long,3,,1,What did the nurse wonder whether the doctor prescribed?,isl,14,test,104,
915,List 3,,1,3,9313,,3,,6,Linda remembered herself to pick-up the dry cleaning.,,15,filler,9313,
915,List 3,,1,4,9413,,3,,5,"If Grace probably passes the class, she will graduate on time.",,16,filler,9413,
915,List 3,,1,7,9713,,3,,7,Vivian attempted to write stories.,,17,filler,9713,
915,List 3,,1,,11,short,3,,6,Who thought that the babysitter washed the bottle?,nonisl,18,test,111,
915,List 3,,1,3,9323,,3,,5,Tomorrow seems that there will be a hurricane.,,19,filler,9323,
915,List 3,,1,2,9213,,3,,1,With the generals about a new approach the President talked.,,20,filler,9213,
915,List 3,,1,7,9723,,3,,7,I like taking vacations.,,21,filler,9723,
915,List 3,,1,,12,short,3,,7,Who wondered whether the politician ignored the recommendation?,isl,22,test,122,
915,List 3,,1,4,9423,,3,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,23,filler,9423,
